SM Type,SM Group,SM Title,SM Description,SM Latitude,SM Longitude,SM Coordinates,smapsID,Storkunde,Adresse,Plads navn,post nr,By,Niveau,Dage,KodeNøgle,Strømiddel,App,Ejendomskontakt,Område,title,Bemærkning,SM Group 0,SM Group 1,SM Group 2
Marker,Udkald på bestilling,999,,56.414704,8.7314149,"56.414704,8.7314149","sm54cb2411",Ingen,Nørre hvamvej 8,Administrativ prik Udkald på bestilling alle,7500,Holstebro,Udkald på bestilling,AlleDage,0,0,0,s,Administativ,999,,List Import,Udkald på bestilling
Marker,Spare,999,,56.414704,8.7314149,"56.414704,8.7314149","smbb0fc1d0",Ingen,Nørre hvamvej 8,Administrativ prik Spare alle,7500,Holstebro,Spare,AlleDage,0,0,0,s,Administativ,999,,List Import,Spare
Marker,Høj,999,,56.414704,8.7314149,"56.414704,8.7314149","sm5d5d6fa8",Ingen,Nørre hvamvej 8,Administrativ prik høj alle,7500,Holstebro,Høj,AlleDage,0,0,0,s,Administativ,999,,List Import,Høj
Marker,Høj,2,,55.460501236,8.500587561,"55.460501236,8.500587561","sm093ac5b0",N1,Måde Industrivej 21,,6700,Esbjerg,Høj,AlleDage,4150A til port,Vejsalt,KsForstas,nej,Esbjerg,2,"Tryk kode på port, for at åbne",List Import,Høj
Marker,Høj,5,,55.510388319,8.484396339,"55.510388319,8.484396339","sma573fc37",N1,Edison Park 1,,6700,Esbjerg,Høj,AlleDage,nej,Vejsalt,KsForstas,nej,Esbjerg,5,nej,List Import,Høj
Marker,VIP,999,,56.414704,8.7314149,"56.414704,8.7314149","sm62524a62",Ingen,Nørre hvamvej 8,Administrativ prik Vip alle,7500,Holstebro,VIP,AlleDage,0,0,0,s,Administativ,999,,List Import,VIP
Marker,Lav,999,,56.414704,8.7314149,"56.414704,8.7314149","sm14538a36",Ingen,Nørre hvamvej 8,Administrativ prik Lav alle,7500,Holstebro,Lav,AlleDage,0,0,0,s,Administativ,999,,List Import,Lav
Marker,Lav,1,,55.4773875,8.4268281,"55.4773875,8.4268281","sm21d46cea",N1,Vesterhavsgade 100,Vesterhavsgade 100  N1 Esbjerg,6700,Esbjerg,Lav,AlleDage,nej,Vejsalt,KsForstas,nej,Esbjerg,1,nej,List Import,Lav
Marker,Lav,3,,55.4700937,8.4516817,"55.4700937,8.4516817","sm83b29952",N1,H C Ørsteds Gade 21,H C Ørsteds Gade 21 N1 Esbjerg,6700,Esbjerg,Lav,AlleDage,nej,Vejsalt,KsForstas,nej,Esbjerg,3,nej,List Import,Lav
Marker,Lav,4,,55.4748803,8.4803421,"55.4748803,8.4803421","sm428808f2",N1,Gammelby Strandvej 86T,Gammelby Strandvej 86T N1 Esbjerg,6700,Esbjerg,Lav,AlleDage,nej,Vejsalt,KsForstas,nej,Esbjerg,4,nej,List Import,Lav
