SM Type,SM Group,SM Title,SM Description,SM Latitude,SM Longitude,SM Coordinates,smapsID,Niveau,Adresse,By,Område,Plads navn,post nr,KodeNøgle,Strømiddel,App,Storkunde,Ejendomskontakt,Dage,Status,title,Bemærkning,SM Group 0,SM Group 1,SM Group 2,SM Group 3,SM Group 4
Marker,VIP,27,,55.503681803,9.4562488,"55.503681803,9.4562488","sm831c3bd9",VIP,Esbjergvej 4,Kolding,FredericiaKolding,Esbjergvej 4 uno-x Kolding,6000,0,Vejsalt,0,uno-x,0,AlleDage,NyAktiv,27,,List29/10-2025,VIP
Marker,VIP,29,,55.505213956,9.545538685,"55.505213956,9.545538685","sm1fc79f0e",VIP,Farøvej 10A,Kolding,FredericiaKolding,Farøvej 10A Bolig Kolding,6000,0,Vejsalt,0,snevagten andre,0,AlleDage,,29,,List29/10-2025,VIP
Marker,VIP,42,,55.503791403,9.549600119,"55.503791403,9.549600119","sm551a23b0",VIP,Langøvej 10,Kolding,FredericiaKolding,Langøvej 10 Bolig Kolding,6000,0,0,0,snevagten andre,0,AlleDage,,42,,List29/10-2025,VIP
Marker,VIP,44,,55.496620105,9.4906801,"55.496620105,9.4906801","smca541818",VIP,Ndr. Ringvej 118,Kolding,FredericiaKolding,Ndr. Ringvej 118 uno-x Kolding,6000,0,0,0,uno-x,0,AlleDage,NyAktiv,44,,List29/10-2025,VIP
Marker,VIP,50,,55.488837005,9.4812379,"55.488837005,9.4812379","smcff13032",VIP,Sdr. Havnegade 3,Kolding,FredericiaKolding,Sdr. Havnegade 3 uno-x Kolding,6000,0,0,0,uno-x,0,AlleDage,NyAktiv,50,,List29/10-2025,VIP
Marker,VIP,62,,55.456006005,9.4760653,"55.456006005,9.4760653","smda804ed3",VIP,Vonsildvej 32,Kolding,FredericiaKolding,Vonsildvej 32 Uno-x Kolding,6000,0,0,0,uno-x,0,AlleDage,NyAktiv,62,,List29/10-2025,VIP
Marker,VIP,75,,55.513820205,9.4562308,"55.513820205,9.4562308","sma6a23808",VIP,Vejlevej 263,Kolding,FredericiaKolding,Vejlevej 263 tank Kolding,6000,0,0,0,uno-x,0,AlleDage,NyAktiv,75,husk ind og udkørsel også i rundkørsel. Så kunderne kan komme helt ind til anlægget.,List29/10-2025,VIP
Marker,VIP,201,,55.582365807,9.7667986,"55.582365807,9.7667986","sme9a4d2f5",VIP,treldevej 111,Fredericia,FredericiaKolding,Hyby Fælled Øvelsesplads og Skydebaner 408,7000,nej,Vejsalt,KsForstas,Forsvaret Syd,nej,AlleDage,Aktiv,201,nej,List29/10-2025,VIP
Marker,VIP,202,,55.583205408,9.7684483,"55.583205408,9.7684483","sm90c18252",VIP,treldevej 110,Fredericia,FredericiaKolding,Ryes kasserne 409,7000,nej,Vejsalt,KsForstas,Forsvaret Syd,nej,AlleDage,Aktiv,202,nej,List29/10-2025,VIP
Marker,VIP,229,,55.551209706,9.7260047,"55.551209706,9.7260047","sm7a62b6c9",VIP,Snoghøj Landevej 1,Fredericia,FredericiaKolding,Snoghøj Landevej 1Uno-x Fredericia,7000,0,Vejsalt,0,uno-x,0,AlleDage,NyAktiv,229,,List29/10-2025,VIP
Marker,VIP,232,,55.56811139,9.706848526,"55.56811139,9.706848526","sm15d48b55",VIP,Vejlevej 139,Fredericia,FredericiaKolding,Vejlevej 139 Uno-x Fredericia,7000,0,Vejsalt,0,uno-x,0,AlleDage,NyAktiv,232,,List29/10-2025,VIP
Marker,VIP,235,,55.567639703,9.713279,"55.567639703,9.713279","sm50f3532c",VIP,Venusvej 22A,Fredericia,FredericiaKolding,Venusvej 22A Falck Fredericia,7000,0,Vejsalt,0,falck,0,AlleDage,NyAktiv,235,,List29/10-2025,VIP
Marker,VIP,239,,55.592038206,9.7517113,"55.592038206,9.7517113","smd877b660",VIP,Egeskovvej 265,Fredericia,FredericiaKolding,Egeskovvej 265 CrossBridge Sitet Frederecia,7000,0,vejsalt,0,Cross Bridge Energi,0,AlleDage,Aktiv,239,,List29/10-2025,VIP
Marker,VIP,240,,55.557879601,9.7641436,"55.557879601,9.7641436","sm5d8936aa",VIP,Kongensgade 113a,Fredericia,FredericiaKolding,Kongensgade 113a CrossBridge Harbour Frederecia,7000,0,vejsalt,0,Cross Bridge Energi,0,AlleDage,Aktiv,240,,List29/10-2025,VIP
Marker,VIP,244,,55.540031801,9.6940864,"55.540031801,9.6940864","sm9ea5c725",VIP,Bundgårdsvej 6,Fredericia,FredericiaKolding,Bundgårdsvej 6 DanskRetur Fredericia,7000,133524 flueben,Vejsalt,0,Dansk retursystem,0,AlleDage,NyAktiv,244,,List29/10-2025,VIP
Marker,VIP,999,,56.414704001,8.7314149,"56.414704001,8.7314149","smbf33759d",VIP,Nørre hvamvej 8,Holstebro,Administativ,Administrativ prik Vip alle,7500,0,0,0,Ingen,s,AlleDage,Aktiv,999,,List29/10-2025,VIP
Marker,VIP,88,,55.424044822,9.151457316,"55.424044822,9.151457316","sm0b7af0b6",VIP,Træskodal 2,Røddimg,FredericiaKolding,Træskodal 2 Uno-x Rødding,6630,0,Vejsalt,0,Ingen,s,AlleDage,,88,,List29/10-2025,VIP
Marker,VIP,266,,55.592746246,9.758138618,"55.592746246,9.758138618","smef4e1ad4",VIP,nordre kobbelvej,Fredericia,FredericiaKolding,,7000,0,0,0,Cross Bridge Energi,0,AlleDage,,266,,List29/10-2025,VIP
Marker,VIP,267,,55.5676746,9.7069129,"55.5676746,9.7069129","sm72e25158",VIP,Vejlevej 139,Fredericia,FredericiaKolding,,7000,0,Vejsalt,0,Dagrofa,0,AlleDage,,267,,List29/10-2025,VIP
Marker,VIP,92,,55.475054998,9.158323388,"55.475054998,9.158323388","sm2a7bcd5b",VIP,Park Alle 17,Vejen,FredericiaKolding,,6600,0,Vejsalt,0,Ingen,s,AlleDage,,92,,List29/10-2025,VIP
Marker,VIP,249,,55.544750242,9.714771242,"55.544750242,9.714771242","sm720a1ede",VIP,Erritsø Bygade 85,Fredericia,FredericiaKolding,,7000,0,Vejsalt,0,Fredericia Kommune,0,AlleDage,,249,,List29/10-2025,VIP
Marker,VIP,250,,55.533424982,9.618786255,"55.533424982,9.618786255","sm078ceae6",VIP,Tingvejen 31,Fredericia,FredericiaKolding,,7000,0,Vejsalt,0,Fredericia Kommune,0,AlleDage,,250,,List29/10-2025,VIP
Marker,VIP,253,,55.5646718,9.7406333,"55.5646718,9.7406333","sme5623ee8",VIP,Herfordparken 1,Fredericia,FredericiaKolding,,7000,0,Vejsalt,0,Fredericia Kommune,0,AlleDage,,253,,List29/10-2025,VIP
Marker,VIP,257,,55.566380219,9.767388799,"55.566380219,9.767388799","sm1298da20",VIP,Øster Voldgade 18,Fredericia,FredericiaKolding,,7000,0,Vejsalt,0,Fredericia Kommune,0,AlleDage,,257,,List29/10-2025,VIP
Marker,Udkald på bestilling,212,,55.590389905,9.7362316,"55.590389905,9.7362316","sm353941f9",Udkald på bestilling,Vejlbyvej 10,Fredericia,FredericiaKolding,Pumpestation Fredericia 832,7000,0,Vejsalt,KsForstas,Forsvaret Syd,0,AlleDage,Inaktiv,212,,List29/10-2025,Udkald på bestilling
Marker,Udkald på bestilling,213,,55.578303506,9.6601047,"55.578303506,9.6601047","smaf7386f9",Udkald på bestilling,kongstedvej 9,Fredericia,FredericiaKolding,"Ventilarrangement, Bredstruplund 833",7000,0,Vejsalt,KsForstas,Forsvaret Syd,0,AlleDage,Inaktiv,213,,List29/10-2025,Udkald på bestilling
Marker,Udkald på bestilling,999,,56.414704001,8.7314149,"56.414704001,8.7314149","sm03a60c56",Udkald på bestilling,Nørre hvamvej 8,Holstebro,Administativ,Administrativ prik Udkald på bestilling alle,7500,0,0,0,Ingen,s,AlleDage,Aktiv,999,,List29/10-2025,Udkald på bestilling
Marker,Spare,40,,55.532846903,9.4752391,"55.532846903,9.4752391","sm14c913da",Spare,Kokholm 8,Kolding,FredericiaKolding,Kokholm 8 CirkelK Kolding,6000,0,0,0,Cirkel K,0,AlleDage,NyAktiv,40,,List29/10-2025,Spare
Marker,Spare,43,,55.470901404,9.4694204,"55.470901404,9.4694204","sm798e38e6",Spare,Mosevej 1B,Kolding,FredericiaKolding,Mosevej 1B Silvan Kolding,6000,0,0,0,silvan,0,AlleDage,NyAktiv,43,,List29/10-2025,Spare
Marker,Spare,46,,55.480576402,9.2906179,"55.480576402,9.2906179","smbbae8f4e",Spare,Reinholdts Bakke 27,Lunderskov,FredericiaKolding,Reinholdts Bakke 27 Bolig Lunderskov,6640,0,0,0,snevagten andre,0,AlleDage,NyAktiv,46,,List29/10-2025,Spare
Marker,Spare,47,,55.4859151,9.2870349,"55.4859151,9.2870349","sm9546687b",Spare,Reinholdts Bakke 62,Lunderskov,FredericiaKolding,Reinholdts Bakke 62 CirkelK Lunderskov,6640,0,0,0,Cirkel K,0,AlleDage,NyAktiv,47,,List29/10-2025,Spare
Marker,Spare,49,,55.489563805,9.4698349,"55.489563805,9.4698349","sm74e7c903",Spare,Sct. Jørgens Gade 8A,Kolding,FredericiaKolding,Sct. Jørgens Gade 8A Bolig Kolding,6000,Adgangskode: 5269# på væggen i porten. Den åbner automatisk igen ved udkørsel.,0,0,snevagten andre,0,AlleDage,NyAktiv,49,Ekstra obs på stier der krydser de grønne områder,List29/10-2025,Spare
Marker,Spare,53,,55.461533997,9.612117728,"55.461533997,9.612117728","sm99b09437",Spare,Stenderupvej 191,Stenderup,FredericiaKolding,Stenderupvej 191 Bolig Stenderup,6092,0,0,0,snevagten andre,0,AlleDage,NyAktiv,53,,List29/10-2025,Spare
Marker,Spare,54,,55.479666004,9.302244,"55.479666004,9.302244","smf3ff69df",Spare,Storegade 3,Lunderskov,FredericiaKolding,Storegade 3 6640 Lunderskov,6640,0,0,0,snevagten andre,0,AlleDage,NyAktiv,54,,List29/10-2025,Spare
Marker,Spare,59,,55.504620605,9.4573578,"55.504620605,9.4573578","sm0ceaf4b0",Spare,Vejlevej 135,Kolding,FredericiaKolding,Vejlevej 135  Kolding,6000,0,0,0,snevagten andre,0,AlleDage,NyAktiv,59,,List29/10-2025,Spare
Marker,Spare,61,,55.520670799,9.4606133,"55.520670799,9.4606133","sm60e3df04",Spare,Vejlevej 317,Kolding,FredericiaKolding,Vejlevej 317 CirkelK Kolding,6000,0,0,0,Cirkel K,0,AlleDage,NyAktiv,61,,List29/10-2025,Spare
Marker,Spare,71,,55.452665767,9.556770356,"55.452665767,9.556770356","smd92264db",Spare,Gl. Bjært 2a,Bjert,FredericiaKolding,Gl. Bjært 2A Express Bjert,6091,0,Vejsalt,0,Express,0,AlleDage,Aktiv,71,,List29/10-2025,Spare
