SM Type,SM Group,SM Title,SM Description,SM Latitude,SM Longitude,SM Coordinates,smapsID,Plads navn,Adresse,post nr,By,Niveau,KodeNøgle,Strømiddel,App,Storkunde,Ejendomskontakt,Område,Dage,Status,title,Bemærkning,SM Group 0,SM Group 1,SM Group 2,SM Group 3,SM Group 4
Line,VK JD,Overlay,,56.484407249,9.141297979,"56.484407249,9.141297979 56.484288767,9.141415996 56.484288767,9.141415996","sm2cdfb249",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.484268033,9.140729351,"56.484268033,9.140729351 56.48445168,9.141453547 56.48445168,9.141453547","sm32072baa",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.484507958,9.142778558,"56.484507958,9.142778558 56.484620515,9.143009228 56.484516844,9.143577857 56.484516844,9.143577857","smd95a247a",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.483740785,9.143170161,"56.483740785,9.143170161 56.483752633,9.142993135 56.483829647,9.142773194 56.483912585,9.142596168 56.484188058,9.142360134 56.484078461,9.141904158 56.484487224,9.141598387 56.484721224,9.142499609 56.484721224,9.142499609 56.484472414,9.142810745 56.484232488,9.141812963 56.484232488,9.141812963","smcf2b350a",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.481439168,9.142258212,"56.481439168,9.142258212 56.482452251,9.142649815 56.483734859,9.143170163 56.483734859,9.143170163 56.483536398,9.144554183 56.483112815,9.144645378 56.483083193,9.144361063 56.483124663,9.143819257 56.483201679,9.143846079 56.483278694,9.14319162 56.483207603,9.143175527 56.483228338,9.142955586 56.483228338,9.142955586","smb243ab94",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485229203,9.146375403,"56.485229203,9.146375403 56.485433578,9.145629749 56.485438021,9.145511732 56.485488375,9.145444677 56.485630548,9.145986483 56.485630548,9.145986483","sm4ef9ddbc",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485161075,9.147048638,"56.485161075,9.147048638 56.485221795,9.146388815 56.48515367,9.146302984 56.485082582,9.14615278 56.485027786,9.145948932 56.484981875,9.145747767 56.484981875,9.145747767 56.484964103,9.145527826 56.484983356,9.145758496 56.48491523,9.145731674 56.48491523,9.145731674","sm77a00f85",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.486815303,9.147217619,"56.486815303,9.147217619 56.486514675,9.146989631 56.486328076,9.146742868 56.486031886,9.146447826 56.486031886,9.146447826","smbf78244c",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.487518734,9.148113477,"56.487518734,9.148113477 56.487505406,9.148244905 56.487352874,9.148711609 56.48734695,9.149164903 56.48721663,9.149532365 56.487209226,9.149631607 56.487224035,9.149706709 56.487266981,9.149741577 56.487266981,9.149741577","smf4410230",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.487151469,9.151544019,"56.487151469,9.151544019 56.487269942,9.151171192 56.487269942,9.151171192","sm1e8820d3",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.487444689,9.151621802,"56.487444689,9.151621802 56.487107042,9.151718362 56.4868464,9.151621802 56.4868464,9.151616438","sm22a64b17",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.486470244,9.151358946,"56.486470244,9.151358946 56.486616857,9.151431365 56.486616857,9.151431365","smcb70b113",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485615731,9.150449678,"56.485615731,9.150449678 56.486227368,9.150642797 56.486227368,9.150642797 56.486328073,9.149524317 56.486328073,9.149524317","sm1b45b1b2",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485549084,9.150133178,"56.485549084,9.150133178 56.485544642,9.150224373 56.485543161,9.150224373","smf9dc4efc",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485861572,9.147346363,"56.485861572,9.147346363 56.485817143,9.147732601 56.485817143,9.147732601","sm4e9942ba",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.48579641,9.147324905,"56.48579641,9.147324905 56.485756424,9.147748694 56.485756424,9.147748694","sm13609f91",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.484787859,9.149985661,"56.484787859,9.149985661 56.484756758,9.15015464 56.484756758,9.15015464","sm33bccbfb",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.484932998,9.148132253,"56.484932998,9.148132253 56.484740468,9.148137617 56.484740468,9.148137617","smdab5886f",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.484345039,9.146944036,"56.484345039,9.146944036 56.484345039,9.147080828 56.484345039,9.147080828","smf365f465",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.483078743,9.146592665,"56.483078743,9.146592665 56.484776013,9.14705937 56.485012973,9.147129108 56.485036669,9.147236397 56.484873759,9.148674061 56.484873759,9.148674061","sm6d28283d",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.482641826,9.146356631,"56.482641826,9.146356631 56.482594432,9.146345903 56.482541112,9.14641564 56.482510009,9.146404911 56.482510009,9.146404911","sma31095de",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.48160801,9.146412959,"56.48160801,9.146412959 56.48195163,9.14632981 56.48195163,9.14632981","smb7906087",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.490404897,9.174122858,"56.490404897,9.174122858 56.489741499,9.173994112 56.489243943,9.173779535 56.488817462,9.173436212 56.488319894,9.172878313 56.488616066,9.170475053 56.488580526,9.170067358 56.488426516,9.16968112 56.488082955,9.168951559 56.488284353,9.167792844 56.487431364,9.167320776 56.48663759,9.163286734 56.4865902,9.162664462 56.486530963,9.161334086 56.486412488,9.159960795 56.486240699,9.158614326 56.486240699,9.158614326 56.486224407,9.158244182 56.486234774,9.158126165 56.486294012,9.158021559 56.486341402,9.157887449 56.486341402,9.157758703 56.48630734,9.157616545 56.48627624,9.157490482 56.486267355,9.157356371 56.486252545,9.157308091 56.486147398,9.157273223 56.486076312,9.157259812 56.486008188,9.157275905 56.485944507,9.157313456 56.485898597,9.157361736 56.485898597,9.157361736","sm0f0b4316",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.484334673,9.152340641,"56.484334673,9.152340641 56.484124367,9.152284315 56.484124367,9.152284315","sm2dc9f0fc",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.484989274,9.152155567,"56.484989274,9.152155567 56.484918186,9.152144839 56.484882642,9.152198483 56.484601251,9.152150203 56.484562745,9.152203847 56.484544972,9.152418424 56.484544972,9.152418424","sm538e49af",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.48544542,9.151407231,"56.48544542,9.151407231 56.485405434,9.151820292 56.485405434,9.151820292","smeb565b5f",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485463192,9.151718368,"56.485463192,9.151718368 56.485492812,9.151426007 56.48548985,9.151423325","sma719f042",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.48529584,9.153888274,"56.48529584,9.153888274 56.485329902,9.153475214 56.485329902,9.153475214","smf3534bfc",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485279548,9.155476142,"56.485279548,9.155476142 56.48525289,9.155274976 56.48525289,9.155274976","smb4024c92",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.485141815,9.156645585,"56.485141815,9.156645585 56.485399507,9.156339813 56.485405431,9.156248618 56.4852988,9.155588795 56.4852988,9.155588795","sme758278b",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.482812145,9.153349153,"56.482812145,9.153349153 56.48298395,9.152866355 56.483062446,9.151938311 56.48312317,9.151957086 56.48312317,9.151957086","sma3d6c408",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.482474457,9.154928975,"56.482474457,9.154928975 56.482595906,9.155038945 56.482595906,9.155038945","sm5b85a510",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.479898005,9.149219895,"56.479898005,9.149219895 56.478233106,9.14972415 56.478067204,9.147728587 56.478138305,9.147406722 56.478049429,9.146355296 56.478049429,9.146355296 56.478979653,9.14586177 56.480650444,9.145336057 56.480650444,9.145336057","sm6f734784",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.476814033,9.147551564,"56.476814033,9.147551564 56.477430255,9.148248939 56.47806128,9.148061184 56.47806128,9.148061184","sm62cc6219",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.481502233,9.144477995,"56.481502233,9.144477995 56.481498531,9.144596012 56.481499271,9.144722076 56.48151112,9.144844117 56.481513342,9.144929947 56.481500012,9.144967498 56.481477795,9.145003708 56.481274879,9.14505467 56.480784619,9.145179395 56.480784619,9.145179395 56.481473963,9.138630535 56.481503586,9.138255026 56.481485812,9.137879517 56.48137917,9.137450363 56.481402868,9.137514736","sm5e083a5e",,,,,,,,,,,,,,,,Viborg,VK JD
Line,VK JD,Overlay,,56.475937083,9.147524743,"56.475937083,9.147524743 56.476742929,9.148018269 56.476742929,9.148018269","sm76246270",,,,,,,,,,,,,,,,Viborg,VK JD
Polygon,VD Rastepladser,Overlay,,56.411069267,9.423931125,"56.411069267,9.423931125 56.410413386,9.425213221 56.410420806,9.425140802 56.410493517,9.424955729 56.410520227,9.424821619 56.410828878,9.424231533 56.410901588,9.424081329 56.410953524,9.424014274 56.411069267,9.423931125","sm9c92686b",,,,,,,,,,,,,,,,Viborg,VD Rastepladser
Polygon,VD Rastepladser,Overlay,,56.423611921,9.39564187,"56.423611921,9.39564187 56.423641589,9.395746476 56.423625272,9.395840354 56.423516984,9.396020062 56.423221787,9.396706707 56.423215854,9.396704025 56.423195086,9.396677203 56.423110532,9.396864957 56.423156517,9.396913237 56.4231491,9.397036619 56.423178768,9.397154636 56.423230688,9.3972807 56.423294474,9.397342391 56.423370128,9.397342391 56.423427981,9.397299475 56.423503634,9.397194869 56.423867064,9.396376796 56.423896732,9.396229274 56.423884865,9.396033473 56.423844814,9.395902044 56.423757294,9.395966417 56.423803279,9.396036155 56.423831463,9.396130032 56.423831464,9.396229274 56.423804763,9.396312422 56.423775095,9.396368749 56.423721693,9.396392889 56.423625273,9.396371431 56.423601539,9.39649213 56.423515502,9.396661109 56.423459133,9.396800584 56.42347545,9.396932013 56.423472484,9.397031255 56.42346655,9.397095628 56.423445783,9.39714659 56.42339683,9.397205598 56.423343428,9.397224374 56.423279642,9.397173412 56.423241073,9.397114403 56.423220305,9.397058077 56.423218822,9.396929331 56.423266291,9.396781809 56.423341945,9.396631606 56.423500669,9.396258779 56.423567422,9.396100528 56.423634174,9.395974464 56.42369351,9.395931549 56.423740978,9.395950324 56.423760262,9.395958371 56.423841848,9.39589668 56.423764712,9.395837672 56.423730595,9.395784027 56.423705377,9.395692832 56.423690543,9.395572133 56.423694993,9.395491667 56.423611921,9.39564187","sm2615d996",,,,,,,,,,,,,,,,Viborg,VD Rastepladser
Polygon,VD Rastepladser,Overlay,,56.469505539,9.462530801,"56.469505539,9.462530801 56.469560358,9.462466428 56.469653699,9.46240742 56.469736668,9.462402055 56.469776671,9.462337682 56.46980334,9.462281356 56.470102619,9.461012671 56.470038911,9.460846374 56.469990019,9.460771272 56.469969277,9.460682759 56.469979648,9.460524509 56.4698789,9.460921476 56.469921866,9.460886607 56.469964831,9.4609027 56.469979647,9.460948298 56.4699915,9.461036811 56.469813709,9.461836109 56.469721851,9.462206254 56.46968333,9.462267945 56.469629992,9.462284038 56.469603324,9.462241123 56.469585544,9.46217675 56.469505539,9.462530801","smdb0a68d2",,,,,,,,,,,,,,,,Viborg,VD Rastepladser
Polygon,VD Rastepladser,Overlay,,56.480435216,9.378341621,"56.480435216,9.378341621 56.479998267,9.379095322 56.479983455,9.3790685 56.480399668,9.378287977 56.480435216,9.378341621","smd274bb08",,,,,,,,,,,,,,,,Viborg,VD Rastepladser
Polygon,VD Rastepladser,Overlay,,56.480375969,9.378051942,"56.480375969,9.378051942 56.479927169,9.379060453 56.479847185,9.378931707 56.479835335,9.378888791 56.479861997,9.378808325 56.479891621,9.378840512 56.479936057,9.378760045 56.479918283,9.37871713 56.479998267,9.378556198 56.480027891,9.378652757 56.479999748,9.378714448 56.479987899,9.378786868 56.480001229,9.378811008 56.480032334,9.378797597 56.48006344,9.378735906 56.480069365,9.378666168 56.480041222,9.378639346 56.480021966,9.378652757 56.479998267,9.378550833 56.480291542,9.37791515 56.480375969,9.378051942","sm5c0fa766",,,,,,,,,,,,,,,,Viborg,VD Rastepladser
Polygon,VD Rastepladser,Overlay,,56.532922786,9.200112852,"56.532922786,9.200112852 56.532905037,9.201213898 56.532839955,9.201211216 56.53284883,9.200352909 56.53284883,9.200352909 56.532922786,9.200112852","sm9deae9b7",,,,,,,,,,,,,,,,Viborg,VD Rastepladser
Line,Jens dalsgaard fortove ,Overlay,,56.488244447,9.139007993,"56.488244447,9.139007993 56.488450288,9.139378138 56.488513965,9.139375456 56.488657608,9.139096506","sm98a92572",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48516249,9.14389683,"56.48516249,9.14389683 56.48525802,9.14428039 56.48526038,9.14427927","sm192ca084",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.481638627,9.143436786,"56.481638627,9.143436786 56.481588269,9.14381766","smcc7c9a0c",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.484982272,9.153265018,"56.484982272,9.153265018 56.484970424,9.153345485 56.484954873,9.15334012 56.484946727,9.153417904 56.484960796,9.153429974 56.484960055,9.153471549 56.484942283,9.153478254 56.484943764,9.153518487 56.484961536,9.153545309 56.484976346,9.15331598 56.484948207,9.153722335 56.484937099,9.153726359 56.484928213,9.153758545 56.484941542,9.153775979 56.48493858,9.153876562 56.484918587,9.153889973 56.484925251,9.153942276 56.484929694,9.153961052 56.484929695,9.153896679 56.484950428,9.153843034 56.48498449,9.153263677","smf5e344fa",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.482647854,9.141685245,"56.482647854,9.141685245 56.482758935,9.141734865 56.482769303,9.141662446 56.482659703,9.14161953 56.482647854,9.141685245","sm2791959d",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48918326,9.137789764,"56.48918326,9.137789764 56.489030734,9.137510815","sm5efd9475",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.481534684,9.150289085,"56.481534684,9.150289085 56.481564307,9.149969902 56.481588005,9.149814334 56.48163392,9.14973655 56.481789438,9.149792876","sm848eeee2",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.47890281,9.14970103,"56.47890281,9.14970103 56.4789055,9.14970036","smf888f59c",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48876838,9.135403329,"56.48876838,9.135403329 56.488912022,9.13513779 56.488934235,9.135110968 56.488959409,9.135108286 56.48899643,9.135129743 56.489177092,9.135483795","sm0c06d848",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.489550404,9.138337123,"56.489550404,9.138337123 56.48972366,9.138025987","smb0eb3277",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.486249298,9.149488585,"56.486249298,9.149488585 56.486329269,9.149523454 56.486344078,9.149416166 56.486258183,9.14939739 56.486249298,9.149488585","sm8f2e4c7c",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.486372214,9.149150627,"56.486372214,9.149150627 56.486310014,9.149756806 56.486238929,9.150491731 56.486227082,9.150663393","smc9f68bc3",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.480775325,9.145180952,"56.480775325,9.145180952 56.481486276,9.144993198 56.481507011,9.144934189 56.481518861,9.144816172 56.481512936,9.144494307","sme6e8a634",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.4864433,9.150684846,"56.4864433,9.150684846 56.486475881,9.15037371","sm2597b9d9",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.486455148,9.151014758,"56.486455148,9.151014758 56.486434415,9.150776041","sm792b88d4",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.483364305,9.1418416,"56.483364305,9.1418416 56.483422066,9.141323934","smf5c2627d",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.479178174,9.152481129,"56.479178174,9.152481129 56.479187062,9.152357748 56.479249273,9.15238457 56.479240386,9.152507951 56.479178174,9.152481129","sm75522349",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.479173731,9.152481129,"56.479173731,9.152481129 56.479184099,9.152355066 56.479173731,9.152481129","sm109e2e1e",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.483122545,9.135784441,"56.483122545,9.135784441 56.48312995,9.136044616 56.483082556,9.13614654","smcdd86240",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.486585126,9.140118889,"56.486585126,9.140118889 56.486653248,9.140231542 56.486665096,9.140307985 56.486637699,9.140368335 56.486587347,9.140415273","smf8d6217a",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.482329585,9.14624728,"56.482329585,9.14624728 56.482402899,9.146260691 56.482410304,9.146258009 56.482439186,9.14622314 56.48244437,9.14618693 56.482459181,9.146063548","sm1a2a700b",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.484091637,9.146757382,"56.484091637,9.146757382 56.484221968,9.146800297","sm030a709b",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48623139,9.139507738,"56.48623139,9.139507738 56.486446127,9.139883248 56.486446127,9.139883248 56.486447608,9.139888612","smb2996e07",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.484353496,9.150588644,"56.484353496,9.150588644 56.484533439,9.150658381","smc3b3f9ad",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48734782,9.141490208,"56.48734782,9.141490208 56.487313019,9.14155324 56.487372996,9.141667234","smf041ed7f",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.485216739,9.154060383,"56.485216739,9.154060383 56.485205632,9.154362132 56.485216739,9.154060383 56.485216739,9.154060383 56.485216739,9.154060383","smbd733c58",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.48514343,9.154344697,"56.48514343,9.154344697 56.485200448,9.154356767 56.485204151,9.154240091 56.485149354,9.154230703 56.48514343,9.154344697 56.48514343,9.154344697 56.48514343,9.154344697 56.48514343,9.154344697 56.48514343,9.154344697","sm06846ed3",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.484976016,9.150536174,"56.484976016,9.150536174 56.484961206,9.150634075 56.484831618,9.150604571 56.484842726,9.150489236 56.484976016,9.150536174","smed3f2add",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.484991685,9.150940729,"56.484991685,9.150940729 56.485040558,9.150962187 56.485252339,9.151045336 56.485146327,9.151008232 56.485251477,9.151053829 56.485251477,9.151053829 56.485457992,9.151130131 56.485426151,9.151456019","sm2bee16be",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.485149291,9.151014934,"56.485149291,9.151014934 56.485113747,9.151371668 56.485204087,9.151403854 56.48525296,9.151060531 56.485149291,9.151014934","smd802fdfa",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48579796,9.153371252,"56.48579796,9.153371252 56.48578241,9.153230436","sm8bf1be70",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48018099,9.149318439,"56.48018099,9.149318439 56.480029909,9.149361355 56.480015097,9.14940427 56.480004729,9.149465961 56.48000621,9.150007767","sme13056e6",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Zone 3,Zone 3,,56.489281543,9.144960821,"56.489281543,9.144960821 56.48539565,9.157899797 56.483831702,9.157942713 56.482670548,9.156118811 56.482895672,9.154058874 56.483582886,9.149960459 56.483819854,9.146012247 56.484992821,9.146527231 56.485727388,9.147900522 56.486829212,9.146291197 56.487942851,9.143330038 56.488404883,9.142857969 56.48929339,9.144960821 56.48929339,9.144960821","sm2b41a246",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove ,Zone 3
Line,Zone 2 ,Zone 2 fortove,,56.482243994,9.127794683,"56.482243994,9.127794683 56.4830971,9.13805145 56.48399758,9.140798032 56.484210848,9.14487499 56.48577478,9.147621572 56.486698892,9.14616245 56.488855064,9.141012608 56.489636942,9.138180196 56.488262721,9.133244931 56.483310373,9.126721799 56.482243994,9.127923428","sm392256e2",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove ,Zone 2 
Polygon,Zone 1 ,Overlay,,56.483323254,9.146416445,"56.483323254,9.146416445 56.483312146,9.146535804 56.483264751,9.146521051 56.48327734,9.146413763 56.483323254,9.146416445","sm1389d592",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove ,Zone 1 
Line,Zone 1 ,Zone 1 Fortove,,56.481313849,9.135605276,"56.481313849,9.135605276 56.479299446,9.147213877 56.478434404,9.150711478 56.479903777,9.153994502 56.482569834,9.155990065 56.483411085,9.150368155 56.483576963,9.14626974 56.483612508,9.140497626 56.481349396,9.135648193","sm84261ed7",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove ,Zone 1 
Line,Jens dalsgaard fortove ,Overlay,,56.482997323,9.150226527,"56.482997323,9.150226527 56.483259472,9.150328451","sm2e3058be",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.481934704,9.140916403,"56.481934704,9.140916403 56.481888789,9.141275819 56.481888789,9.141275819 56.481888789,9.14125168","smf895d0aa",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.481071057,9.151278626,"56.481071057,9.151278626 56.481023661,9.151516001 56.480969599,9.151485156 56.481024401,9.151242416 56.481071057,9.151278626","smdfd1d88f",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48058163,9.145938037,"56.48058163,9.145938037 56.480649764,9.145345269","sm2cce2972",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48172581,9.146262593,"56.48172581,9.146262593 56.481956865,9.14619822","smd5aa7022",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.485600223,9.150442803,"56.485600223,9.150442803 56.485684639,9.149318957","smf2f31684",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.484251285,9.156059015,"56.484251285,9.156059015 56.484221664,9.156451959 56.484215,9.15650158 56.48420093,9.156536449 56.484171309,9.156547177 56.484150575,9.156547177 56.484133543,9.156536449 56.483906205,9.156197149","sm5b807d91",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.486230955,9.145888283,"56.486230955,9.145888283 56.486164312,9.146065309","smb39924bd",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.482790152,9.147991927,"56.482790152,9.147991927 56.482849396,9.148017408 56.482856801,9.147957059 56.482799779,9.147928895 56.482790152,9.147991927","smd2d9b442",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.486456564,9.149174136,"56.486456564,9.149174136 56.486415098,9.14950673","sm3bd706f1",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.483665992,9.133414994,"56.483665992,9.133414994 56.483645257,9.133463274 56.483283879,9.132704209 56.483303133,9.132634472 56.483303133,9.132634472 56.483665992,9.133414994","sm7fb6c631",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.484265808,9.152053664,"56.484265808,9.152053664 56.484320605,9.152069757 56.484322827,9.152006725 56.48426951,9.151990632 56.484265808,9.152053664","sm1c0ef73b",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.48422582,9.152303109,"56.48422582,9.152303109 56.484245814,9.15203757 56.484262105,9.152042935 56.484262105,9.152042935","sm41a7c4f2",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.484817482,9.150750112,"56.484817482,9.150750112 56.484830812,9.150606614 56.484830812,9.150606614","sm7bfd7281",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Polygon,Jens dalsgaard fortove ,Overlay,,56.483313691,9.132794256,"56.483313691,9.132794256 56.48328555,9.132842536 56.483322577,9.132928366 56.483247043,9.133051748 56.483162622,9.132866675 56.483232232,9.132732565 56.483255929,9.132772798 56.483281107,9.132727201 56.483281107,9.132727201 56.483313691,9.132794256","sm43d5a86a",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.482914537,9.131144702,"56.482914537,9.131144702 56.482898245,9.130667268 56.482911574,9.130594849 56.483031542,9.130519747 56.483110038,9.130452692 56.4831678,9.130388319 56.483224081,9.130272984 56.483224081,9.130272984 56.483380368,9.129902649","sm1d450574",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
Line,Jens dalsgaard fortove ,Overlay,,56.483751336,9.129074035,"56.483751336,9.129074035 56.483382554,9.129897473 56.483382554,9.129897473","sm0c1526ee",,,,,,,,,,,,,,,,Viborg,Jens dalsgaard fortove 
