SM Type,SM Group,SM Title,SM Description,SM Latitude,SM Longitude,SM Coordinates,smapsID,Plads navn,Adresse,post nr,By,Niveau,KodeNøgle,Strømiddel,App,Storkunde,Ejendomskontakt,Område,Dage,Status,title,Bemærkning,SM Group 0,SM Group 1,SM Group 2,SM Group 3,SM Group 4
Polygon,42,Overlay,,56.469470907,9.409612122,"56.469470907,9.409612122 56.469420533,9.409563842 56.46937164,9.409681859 56.468944935,9.409174922 56.469067909,9.408949616 56.469321265,9.409274164 56.469238295,9.409496787 56.46932571,9.409590664 56.469384974,9.409435096 56.469300522,9.409338537 56.469322747,9.409274164 56.469487205,9.409416321 56.469533134,9.409413639 56.469470907,9.409612122","sm08e2d598",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,42
Polygon,09,Overlay,,56.469811674,9.408458772,"56.469811674,9.408458772 56.469755374,9.408595565 56.469697592,9.408509734 56.469750929,9.408370259 56.469811674,9.408458772","smecd70278",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,09
Polygon,25,Overlay,,56.469568697,9.411519169,"56.469568697,9.411519169 56.469596848,9.411645233 56.469561289,9.411873221 56.469408684,9.411846399 56.469387942,9.411985874 56.46922052,9.411889314 56.469198296,9.412101209 56.46934942,9.412154853 56.46930349,9.412645697 56.469435353,9.412699341 56.469414611,9.412905872 56.469368681,9.412889778 56.469337567,9.413249194 56.469639814,9.413351118 56.469712412,9.412661791 56.469676854,9.412651062 56.469694633,9.412441849 56.46974797,9.412452578 56.469780565,9.412060976 56.469804271,9.412069022 56.469789455,9.412082433 56.469761304,9.41239357 56.469820568,9.41241771 56.469798344,9.412629604 56.469879831,9.412659108 56.4699628,9.412659108 56.469996877,9.412238001 56.470082808,9.412117305 56.470142071,9.411959055 56.470076882,9.411918822 56.470044287,9.411991242 56.469987987,9.412034157 56.469958355,9.412044886 56.469817605,9.41197783 56.469801307,9.412018064 56.469787973,9.412012699 56.469780565,9.411967102 56.469653148,9.411701563 56.469684261,9.411645237 56.469746488,9.411634508 56.469743525,9.411631826 56.469568697,9.411519169","smf9301319",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,25
Polygon,6,Overlay,,56.464807515,9.416511257,"56.464807515,9.416511257 56.464807515,9.417318602 56.464288887,9.417332013 56.464285924,9.417256911 56.464204424,9.417273005 56.464201461,9.417093297 56.464279996,9.41708525 56.464271105,9.416570266 56.464271105,9.416570266 56.464807515,9.416511257","sm9d3a27f0",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,6
Polygon,17,Overlay,,56.462103745,9.40339053,"56.462103745,9.40339053 56.462099299,9.403473679 56.462075589,9.403857235 56.462096336,9.403867963 56.462121528,9.403889421 56.462128937,9.403918925 56.462238597,9.403814319 56.46229639,9.404015485 56.462198586,9.404120091 56.462223778,9.404219333 56.462216688,9.404227499 56.462217711,9.404229266 56.462218432,9.404231005 56.462219246,9.404232605 56.462220265,9.404235428 56.462221383,9.404238126 56.462221935,9.404240056 56.462222593,9.404241877 56.462223341,9.404244965 56.462224198,9.404247958 56.462224568,9.404250027 56.462224675,9.404250471 56.462229122,9.40425788 56.46223288,9.40426662 56.462235792,9.40427636 56.462237779,9.404286835 56.462238661,9.404296407 56.46224897,9.4042998 56.462311209,9.404643122 56.462463842,9.40450633 56.462457915,9.40448219 56.46236752,9.404187147 56.462342328,9.40410668 56.462330473,9.40399671 56.462286017,9.403846506 56.462269716,9.403795544 56.462219332,9.403680209 56.462203032,9.403634612 56.462213405,9.40359706 56.462103745,9.40339053","sm5bc399b9",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,17
Polygon,Ø80,Overlay,,56.460406169,9.396928103,"56.460406169,9.396928103 56.460936706,9.395924957 56.460874465,9.395871313 56.46088632,9.395817669 56.460835934,9.395780118 56.460859645,9.395683558 56.460818151,9.395646007 56.460640318,9.396273644 56.46058104,9.396289737 56.460551401,9.39622 56.460257974,9.395957143 56.460186839,9.396150262 56.460533617,9.396498949 56.460343927,9.396831543 56.460406169,9.396928103","sm1e50f5c3",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,Ø80
Polygon,33,Overlay,,56.464286802,9.391721113,"56.464286802,9.391721113 56.465128457,9.391833766 56.465202546,9.391836448 56.46549742,9.391871316 56.465487047,9.391782803 56.465487047,9.391731841 56.465042518,9.391699655 56.464612798,9.391651373 56.464609835,9.391648691 56.464289766,9.391619192 56.464286802,9.391721113","sm9a072bbf",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,33
Polygon,Ø77,Overlay,,56.463267723,9.374767693,"56.463267723,9.374767693 56.463183257,9.374700638 56.463155102,9.374794515 56.463083974,9.374740871 56.463098792,9.374630901 56.463244013,9.374070319 56.463206967,9.37403545 56.463246977,9.373909387 56.463275132,9.373922798 56.463282541,9.373871836 56.463284023,9.373826238 56.463272168,9.373799416 56.463261795,9.373777958 56.463245495,9.373780641 56.463229194,9.37379137 56.463215858,9.373834285 56.463214376,9.373866471 56.462941715,9.374942038 56.46313732,9.375108334 56.463163993,9.375135157 56.463174366,9.375194165 56.463315141,9.375314865 56.463358115,9.375116381 56.463298841,9.375065419 56.463220303,9.375003728 56.463251422,9.374891076 56.46323364,9.374888393 56.463267723,9.374767693","sm624abafe",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,Ø77
Polygon,04,Overlay,,56.462270965,9.376141226,"56.462270965,9.376141226 56.462290229,9.376259243 56.46218057,9.376581109 56.462139077,9.376540875 56.462171679,9.376409447 56.462118331,9.376337028 56.462020526,9.376634753 56.462085729,9.376707172 56.46210203,9.37665621 56.462127222,9.376683033 56.462076838,9.376798368 56.461838253,9.376489913 56.461770085,9.37644968 56.461715255,9.376436269 56.461599666,9.376433587 56.461604112,9.376350439 56.461568546,9.376350439 56.46157151,9.376468456 56.461436656,9.377281165 56.461405535,9.377538657 56.461402571,9.377755916 56.461430728,9.377804196 56.461601148,9.377895391 56.461900492,9.378359413 56.461965696,9.378372824 56.46207091,9.378147519 56.462328758,9.37788198 56.46247991,9.377506471 56.462481392,9.377302623 56.462410262,9.377192652 56.462213171,9.376913702 56.462137595,9.376897609 56.462104994,9.376994169 56.462190943,9.376986122 56.462441381,9.377342856 56.46243249,9.377544022 56.462308012,9.377806878 56.462288747,9.377863204 56.4620472,9.378099239 56.461953841,9.378289676 56.461845662,9.378134108 56.461636714,9.377863204 56.461636714,9.377863204 56.461460366,9.377747872 56.461439619,9.377723732 56.461439619,9.377578893 56.461590775,9.376511373 56.461721182,9.376508691 56.461817506,9.376559653 56.461964214,9.376733997 56.462051646,9.376868109 56.462062019,9.376919071 56.461971624,9.377189974 56.46193754,9.37722216 56.461870855,9.377128283 56.461899011,9.37706391 56.461744893,9.376911024 56.461663388,9.377423326 56.461716737,9.37741528 56.461980515,9.37770764 56.462053128,9.37778006 56.462087211,9.377729098 56.462155378,9.377471606 56.462010153,9.377307991 56.462026454,9.377444784 56.462002744,9.377517203 56.46179676,9.37729458 56.461821952,9.377227525 56.462024972,9.377442101 56.462007189,9.377291898 56.462005707,9.377265076 56.462139078,9.376894931 56.462334686,9.376312891 56.462401371,9.376310209 56.462270965,9.376141226","sm96bb59ed",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,04
Polygon,04,Overlay,,56.460262217,9.374615049,"56.460262217,9.374615049 56.460308157,9.374743795 56.460214794,9.375372773 56.460186637,9.375403619 56.459997686,9.375323152 56.459813921,9.375336563 56.459813921,9.375336563 56.459787244,9.375349971 56.459607924,9.37687883 56.459607924,9.37687883 56.4599473,9.377289209 56.460208127,9.377358947 56.460291117,9.377203378 56.46031631,9.377168511 56.460740148,9.376822506 56.460803872,9.376259243 56.460968367,9.376307523 56.461107668,9.375789857 56.460814245,9.37566111 56.460529712,9.375545776 56.46045265,9.375505542 56.460443759,9.375500178 56.460504517,9.375097847 56.460465987,9.375033474 56.460387443,9.375006652 56.460344466,9.374987877 56.460288152,9.375387526 56.460390407,9.375427759 56.460381515,9.375484085 56.460273332,9.375446534 56.46027185,9.37553773 56.46081128,9.37572012 56.460701616,9.376766181 56.460246657,9.377144373 56.46018886,9.377278483 56.460059929,9.377243614 56.459963601,9.377203381 56.459656831,9.376857376 56.459827259,9.375433123 56.459988794,9.375419712 56.460224427,9.375505543 56.460230355,9.375894463 56.45998583,9.376122451 56.459938407,9.376446998 56.459979903,9.376468456 56.459945817,9.376696443 56.460082158,9.376846647 56.460200716,9.376902974 56.460222945,9.376677668 56.460513409,9.376463091 56.460557867,9.376154637 56.46052971,9.37601248 56.460337056,9.375948107 56.460396334,9.376328981 56.460108834,9.376567697 56.460065857,9.376396036 56.460326682,9.376181459 56.460362249,9.376192188 56.460393371,9.376323616 56.460335574,9.375942743 56.460294079,9.375932014 56.460276296,9.375921285 56.46027185,9.375446534 56.460345948,9.374746478 56.46042301,9.374698198 56.460262217,9.374615049","sma81b0264",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,04
Polygon,04,Overlay,,56.458476413,9.374474226,"56.458476413,9.374474226 56.458537176,9.374592244 56.45853273,9.374812185 56.458494197,9.374847054 56.458495679,9.374761223 56.458390455,9.374779998 56.458393419,9.37508577 56.458494197,9.375069677 56.458494197,9.374948977 56.458522356,9.374943613 56.458538658,9.374967753 56.458538658,9.375072359 56.458433434,9.375091135 56.458377116,9.375104546 56.458193344,9.375273525 56.458193344,9.375273525 56.458037731,9.375407637 56.457999198,9.375466646 56.457882115,9.376400054 56.457840618,9.376630724 56.457853956,9.376786292 56.457916203,9.376893581 56.458258555,9.376992822 56.458651294,9.376560987 56.458651294,9.376560987 56.458881007,9.376638772 56.458918058,9.376641454 56.459088489,9.375429096 56.459063295,9.375308397 56.458996604,9.37525207 56.458651294,9.375091138 56.458575711,9.375066998 56.458574229,9.375168922 56.45899364,9.375311079 56.459046993,9.375404956 56.459032173,9.375547113 56.458907684,9.376512708 56.458829137,9.376531484 56.458666115,9.37647784 56.458265966,9.376923086 56.458265966,9.376923086 56.457925094,9.376826528 56.457889525,9.376732651 56.457889525,9.376617316 56.457931022,9.376343731 56.458040694,9.375496152 56.458417132,9.375147465 56.458532731,9.375163559 56.458477896,9.37556589 56.45841565,9.375576619 56.45823336,9.375767056 56.458180006,9.376177434 56.458276339,9.376475159 56.458544587,9.376177434 56.458726876,9.376249853 56.458726876,9.376249853 56.458786156,9.375654403 56.458633507,9.375584666 56.458583119,9.375984315 56.458492715,9.375946764 56.458353404,9.37609965 56.458303014,9.375946764 56.458473448,9.375745598 56.458605349,9.375799242 56.458633507,9.375587348 56.458526802,9.375547115 56.458572744,9.375168923 56.458571262,9.374640528 56.458575708,9.374479597 56.458602384,9.374463503 56.458476413,9.374474226","sm8897b9a4",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,04
Polygon,04,Overlay,,56.459791591,9.375310951,"56.459791591,9.375310951 56.459467037,9.375192934 56.459309944,9.375159407 56.459247701,9.375143313 56.459006875,9.375158067 56.458994278,9.375243897 56.459052817,9.375278766 56.459082457,9.375343139 56.459097277,9.375412876 56.459152111,9.375265355 56.459253629,9.375198299 56.459420353,9.375249261 56.459450735,9.375253285 56.459456663,9.37527206 56.459472965,9.37534448 56.459527798,9.375355209 56.45955151,9.375309612 56.459616717,9.375323023 56.459776772,9.375398124 56.459791591,9.375310951","sm7ef4373f",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,04
Polygon,04,Overlay,,56.460136512,9.375476607,"56.460136512,9.375476607 56.459780838,9.375817247 56.459792694,9.375720688 56.460080197,9.375452467 56.460136512,9.375476607","smc5d449b6",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,04
Polygon,29,Overlay,,56.456872605,9.356857769,"56.456872605,9.356857769 56.456881497,9.356908731 56.456880015,9.35699188 56.456797018,9.356978469 56.456774786,9.357292287 56.45674218,9.357292287 56.456699199,9.358190827 56.456518383,9.35816937 56.456512454,9.358257882 56.456974869,9.358330302 56.456949673,9.356927507 56.456973387,9.356884591 56.456872605,9.356857769","sm89554306",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,29
Polygon,28,Overlay,,56.455851429,9.358096949,"56.455851429,9.358096949 56.455873661,9.35808622 56.456392404,9.358169369 56.45644576,9.356906048 56.456324226,9.356927506 56.456189353,9.357048206 56.456112283,9.357142083 56.456125622,9.357201092 56.456370171,9.357238643 56.456339047,9.357997708 56.45605448,9.357957475 56.456073748,9.357370071 56.456112283,9.357372753 56.456119694,9.357203774 56.456110801,9.357142083 56.456058926,9.357233278 56.456017427,9.35733252 56.455971481,9.357485406 56.455934428,9.357662432 56.455904785,9.357930653 56.455857357,9.357925288 56.455851429,9.358096949","sme7cdfd3d",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,28
Polygon,Ø70,Overlay,,56.455809415,9.357722482,"56.455809415,9.357722482 56.455787183,9.357668838 56.455753093,9.357631287 56.455693808,9.357633969 56.455680469,9.357668838 56.455763468,9.357690296 56.455750129,9.357955834 56.455133555,9.357864639 56.455138001,9.357746622 56.45510984,9.357668838 56.455023875,9.357574961 56.455003125,9.357548139 56.454995715,9.357532046 56.454995715,9.357424757 56.455767916,9.357558868 56.455806451,9.357542775 56.455836094,9.357521317 56.455809415,9.357722482","sm60fc5816",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,Ø70
Polygon,26,Overlay,,56.452970056,9.361272682,"56.452970056,9.361272682 56.452910767,9.361283411 56.452609869,9.361594547 56.452635067,9.361744751 56.452452749,9.361862768 56.452359366,9.3615865 56.452559472,9.361334373 56.452593564,9.361481894 56.452895944,9.361109067 56.452910767,9.361068834 56.452910767,9.361068834 56.452970056,9.361272682","smac057d4a",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,26
Polygon,26,Overlay,,56.453678563,9.364021946,"56.453678563,9.364021946 56.45369635,9.364164103 56.453730441,9.364182878 56.454087653,9.363995124 56.454308501,9.363852967 56.454266999,9.363630343 56.454083207,9.363732267 56.454099511,9.363775183 56.454093582,9.363807369 56.454077278,9.363836873 56.454015025,9.363885153 56.454001685,9.363823462 56.453678563,9.364021946","sm0350db43",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,26
Polygon,Ø74,Overlay,,56.449681974,9.368322351,"56.449681974,9.368322351 56.449687904,9.368504741 56.45006146,9.368526199 56.450055531,9.368815878 56.449824282,9.368767598 56.449809458,9.36980293 56.449981413,9.369813659 56.449984377,9.370055058 56.45016819,9.370060423 56.450165225,9.369894126 56.450334213,9.36989949 56.450346072,9.368912437 56.450191907,9.368890979 56.450144472,9.369363048 56.450147437,9.369604447 56.450082213,9.369599083 56.450079248,9.369379141 56.450144472,9.369384506 56.450191907,9.368880251 56.450197837,9.368536928 56.450586212,9.368542292 56.45059807,9.368354538 56.450494306,9.368349173 56.450494306,9.368435004 56.450260095,9.368435004 56.450227484,9.368408182 56.450230448,9.36833308 56.45005553,9.368322351 56.450067389,9.368424275 56.449767952,9.368402817 56.449750163,9.368349173 56.449756093,9.368316986 56.449681974,9.368322351","sm8374e439",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,Ø74
Polygon,76,Overlay,,56.450691785,9.376367687,"56.450691785,9.376367687 56.450645832,9.376397191 56.450626562,9.37627381 56.450559857,9.376295268 56.450585057,9.376429378 56.450433858,9.376496433 56.450401246,9.376330136 56.450134423,9.376474976 56.45021447,9.376947044 56.450682891,9.376630544 56.450659174,9.376491069 56.450708091,9.376477658 56.450708091,9.376477658 56.450708091,9.376477658 56.450691785,9.376367687","sm9ca38d4c",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,76
Polygon,12,Overlay,,56.448132444,9.386100538,"56.448132444,9.386100538 56.448156163,9.386100538 56.448163575,9.386194416 56.448627574,9.386189051 56.448624609,9.385990568 56.448129479,9.386012026 56.448132444,9.386100538","sme372f843",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,12
Polygon,10,Overlay,,56.444021433,9.388227536,"56.444021433,9.388227536 56.444025881,9.388289227 56.443932477,9.388423337 56.443882069,9.388611092 56.444067393,9.38869424 56.444086667,9.388541354 56.444190448,9.388576223 56.444169692,9.388745202 56.444255682,9.388772024 56.444309055,9.388369693 56.444298677,9.388318731 56.444186001,9.388216807 56.444120767,9.388163163 56.444126697,9.388088061 56.444021433,9.388227536","sm9b60dc78",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,10
Polygon,23,Overlay,,56.449917239,9.39226962,"56.449917239,9.39226962 56.450344157,9.392253527 56.450347122,9.392218658 56.450427169,9.392194518 56.450458298,9.392178425 56.450483498,9.391878018 56.450430134,9.391666123 56.450357499,9.391647348 56.450350087,9.391660759 56.450148487,9.391615161 56.45014404,9.391582975 56.450072887,9.391561517 56.449982463,9.391714403 56.45019444,9.391733178 56.450354534,9.39176 56.450323405,9.39206309 56.450258181,9.392057726 56.450252252,9.392127463 56.450147005,9.392116734 56.450172205,9.391735861 56.449979498,9.391717085 56.449929098,9.391794869 56.449932062,9.392028221 56.449902415,9.392046997 56.449917239,9.39226962","sm3e73aa8f",,,,,,,,,,,,,,,,Viborg,Pladser,HJ Have & Anlæg,23
Line,16,Overlay,,56.43879974,9.547574223,"56.43879974,9.547574223 56.43893764,9.547576906","sme34ce112",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,16
Line,16,Overlay,,56.439122989,9.548660518,"56.439122989,9.548660518 56.438885742,9.548727573","sm8bf4d1cd",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,16
Line,16,Overlay,,56.439407684,9.548453988,"56.439407684,9.548453988 56.43940027,9.549371304 56.439392856,9.549677076 56.439363201,9.549784364 56.43934689,9.549819233 56.439392856,9.549671711 56.43940027,9.549373986 56.439354304,9.54937935 56.439354304,9.549431653 56.43935727,9.548799993 56.439354304,9.54916075 56.439162284,9.549151362 56.439162284,9.549432994 56.439198611,9.54986483 56.439160058,9.549422265 56.439163024,9.549049438 56.439157093,9.548896552 56.439143748,9.548671247","sm2f076201",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,16
Line,08,Overlay,,56.467758516,9.4007682,"56.467758516,9.4007682 56.467728142,9.400698463","sma0792f99",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,08
Line,08,Overlay,,56.467519227,9.400833914,"56.467519227,9.400833914 56.467793336,9.401496419 56.467916314,9.401772687 56.467959283,9.401786098 56.468005214,9.401780734 56.468273393,9.401402542 56.468313395,9.401346213 56.468313395,9.401346213 56.468498601,9.401091406","smffdbcfa7",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,08
Polygon,08,Overlay,,56.467694436,9.400704503,"56.467694436,9.400704503 56.467694436,9.400704503 56.467694436,9.400704503","smfdc687b7",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,08
Line,3,Overlay,,56.467105083,9.404104874,"56.467105083,9.404104874 56.466791704,9.404470996","sm219954b5",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,3
Line,3,Overlay,,56.466556856,9.402571991,"56.466556856,9.402571991 56.466172349,9.403049425","sme2e7ac22",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,3
Line,Ø73,Overlay,,56.466604089,9.401179904,"56.466604089,9.401179904 56.466553711,9.401260371 56.466547784,9.401233549 56.466598163,9.401161129","sm7417d255",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø73
Line,Ø73,Overlay,,56.467034386,9.400554443,"56.467034386,9.400554443 56.467089209,9.400664413 56.467066983,9.400685871 56.467066983,9.400685871","smec00e17c",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø73
Line,Ø73,Overlay,,56.466413549,9.40016284,"56.466413549,9.40016284 56.466401695,9.400181616","sma43648bd",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø73
Line,Ø73,Overlay,,56.466250559,9.400626862,"56.466250559,9.400626862 56.466271303,9.400677824 56.466271303,9.400677824","sm381e65c4",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø73
Line,Ø81,Overlay,,56.461298298,9.396793992,"56.461298298,9.396793992 56.461197528,9.396879823 56.461096757,9.39699784 56.461031552,9.397094399 56.460957455,9.397207052 56.460895214,9.397303612 56.460821117,9.3974109 56.460788514,9.397437722 56.460744056,9.397437722 56.460696634,9.397437722 56.460646248,9.397394807 56.460592897,9.39731434 56.460533619,9.39722851 56.460462486,9.397094399 56.460403208,9.396971018 56.460400244,9.396965653","smc55c2765",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø81
Line,Ø80,Overlay,,56.460524726,9.396016151,"56.460524726,9.396016151 56.460551401,9.39620927 56.460548437,9.39620927","sm87375059",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø80
Line,Ø80,Overlay,,56.460501015,9.395951778,"56.460501015,9.395951778 56.460489159,9.396000058 56.460489159,9.396000058","sm4dc11e06",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø80
Line,Ø80,Overlay,,56.460483232,9.396021516,"56.460483232,9.396021516 56.46045952,9.396112711 56.46045952,9.396112711","smfaa96296",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø80
Line,Ø80,Overlay,,56.461138249,9.395120293,"56.461138249,9.395120293 56.460969309,9.395034463 56.460844826,9.394937903 56.46068774,9.394798428 56.460506943,9.39464286 56.460338,9.394476563 56.460234262,9.394369275 56.460059391,9.394208342 56.460017895,9.394160063 56.4599764,9.394213707 56.459934905,9.394535572 56.459902301,9.394852072 56.459860806,9.395227582 56.45984895,9.395388514 56.459857842,9.395586998 56.459887482,9.395828397 56.459934905,9.39602688 56.45999122,9.396193177 56.460062355,9.396338016 56.460403206,9.396954924 56.460400242,9.396954924","sm64019949",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø80
Line,33,Overlay,,56.464980282,9.390941934,"56.464980282,9.390941934 56.464977319,9.391017036 56.4649951,9.391017036","smfade8e96",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,33
Line,33,Overlay,,56.465223293,9.391698319,"56.465223293,9.391698319 56.465247001,9.391049224 56.464998063,9.391011673 56.465060298,9.391017038 56.465060298,9.390958029 56.465054371,9.391017038 56.46517884,9.391027767 56.465181803,9.390963394 56.465172912,9.391038495 56.465312199,9.391049224 56.465315162,9.390979487 56.465312199,9.391049224 56.465436667,9.391054589 56.465436667,9.390990216 56.465430739,9.391065318 56.465528535,9.391081411 56.465528535,9.391081411 56.465531499,9.391078727","sm9e78092c",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,33
Polygon,17,Overlay,,56.462237431,9.404291226,"56.462237431,9.404291226 56.462098874,9.404279156 56.462066273,9.404213442 56.462069978,9.40410213 56.462084055,9.404096766 56.462128512,9.404245628 56.462202607,9.404249652 56.462218907,9.40423624 56.462218907,9.40423624 56.46222113,9.404237582 56.462237431,9.404291226","smdd9eff65",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,17
Line,17,Overlay,,56.462106709,9.403406624,"56.462106709,9.403406624 56.462549791,9.404278343 56.462567574,9.404331987 56.462537936,9.404385631 56.462451988,9.404503648 56.462311209,9.404632394","sme5c3fb30",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,17
Line,Ø82,Overlay,,56.461357547,9.40425024,"56.461357547,9.40425024 56.461314571,9.404805458 56.461099692,9.404762542 56.461099692,9.404762542","sm3603433c",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,Ø82
Line,02,Overlay,,56.453539996,9.406622068,"56.453539996,9.406622068 56.454029127,9.406804458 56.454728721,9.407051221","smd8e4b623",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,02
Line,02,Overlay,,56.454656092,9.405141489,"56.454656092,9.405141489 56.454988099,9.40522732 56.455026635,9.405310468 56.454925848,9.406391398 56.454844328,9.406994895 56.45482506,9.407053904 56.45479097,9.407075362 56.454728719,9.407045857 56.454460444,9.40641822 56.454479712,9.406182186 56.454762809,9.406270699 56.45447823,9.406184868 56.454461926,9.406404809 56.454460444,9.406423585 56.454269241,9.406058804 56.454098788,9.406018571 56.453651162,9.40664889","sm7ef0e4f4",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,02
Line,44,Overlay,,56.451878387,9.406007838,"56.451878387,9.406007838 56.451850965,9.406347137","sm0a321327",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452125395,9.407714922,"56.452125395,9.407714922 56.452104643,9.407704193","sm223cc472",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452190615,9.407551307,"56.452190615,9.407551307 56.45216764,9.407539237","smd87293fe",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.451997534,9.40626368,"56.451997534,9.40626368 56.451951583,9.406302572 56.451996052,9.406281114 56.45195603,9.406313301 56.451996793,9.406301231 56.451952324,9.406326711 56.451997534,9.406315983 56.451944913,9.406345487 56.45200124,9.406329394 56.451941949,9.406360239 56.452000499,9.40634951 56.451944172,9.406377673 56.45199457,9.406369627 56.451935279,9.40639779 56.451979747,9.406396449 56.451933796,9.406411201 56.451971595,9.40640986 56.451930091,9.406423271 56.45196196,9.406425953 56.451934538,9.406435341 56.451957513,9.406439364 56.451924162,9.406447411 56.451965666,9.406468869 56.451921197,9.406460822 56.45196863,9.406476915 56.451916009,9.406472892 56.451967889,9.406506419 56.451914527,9.406493008 56.45196863,9.406523854 56.451916009,9.406502396 56.451970112,9.406537265","sme1e4e06f",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.451868946,9.407534377,"56.451868946,9.407534377 56.451868946,9.407569246","sm0e638851",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.451989011,9.407453911,"56.451989011,9.407453911 56.451996423,9.4074405","sm0a40e61a",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452383666,9.406332076,"56.452383666,9.406332076 56.452347351,9.40650642 56.452319929,9.40650642 56.452313259,9.40649435 56.452321411,9.406491668 56.452342904,9.406497032 56.452391078,9.406332076","sme291935c",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.451888216,9.407322482,"56.451888216,9.407322482 56.451895627,9.407314436","smac224569",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452104629,9.406426625,"56.452104629,9.406426625 56.452106111,9.406402485","smefd309d6",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452011245,9.406389074,"56.452011245,9.406389074 56.452002352,9.406370298","sm055a46d5",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452077948,9.407512919,"56.452077948,9.407512919 56.452080913,9.407491462","smc2d6d82c",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452482608,9.406230823,"56.452482608,9.406230823 56.452269161,9.406128899 56.452070536,9.406051115 56.451804096,9.405994118 56.451772403,9.406344455","smf3dc07b3",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,44,Overlay,,56.452165402,9.407743589,"56.452165402,9.407743589 56.451766667,9.407539741","smbc5f4c4a",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,44
Line,21,Overlay,,56.455240698,9.384414077,"56.455240698,9.384414077","sm300e9e3d",,,,,,,,,,,,,,,,Viborg,Stier,MBA Agro,21
