SM Group,SM Title,SM Description,SM Type,Line Color,Fill Color,SM Latitude,SM Longitude,SM Coordinates,smapsID,SM Group 0,SM Group 1,SM Group 2,SM Group 3,SM Group 4
264,Overlay,,Line,#1F49FF,,55.568991522,9.720679216,"55.568991522,9.720679216 55.56893086,9.720679216 55.56893086,9.720912568 55.568988489,9.720912568 55.568932376,9.720952801 55.568991522,9.720979623 55.568946025,9.720998398 55.568327265,9.721011809 55.568324231,9.720467321 55.56893086,9.720470003 55.568932376,9.720671169","sm822cb8e4",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,264
235,Overlay,,Line,#1F49FF,,55.569230968,9.712811624,"55.569230968,9.712811624 55.569202153,9.712705676 55.569174097,9.712653373 55.568865478,9.712666784 55.568443115,9.712666783 55.568038184,9.71267349 55.567569553,9.712670807 55.567352679,9.712665441 55.567309455,9.712677511 55.567266231,9.712778094","sm14669140",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,235
235,Overlay,,Line,#1F49FF,,55.568066622,9.713232058,"55.568066622,9.713232058 55.568028708,9.713237423","sm994d913c",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,235
247,Overlay,,Line,#1F49FF,,55.569803555,9.703706444,"55.569803555,9.703706444 55.56968375,9.70383519 55.569621572,9.703784228 55.569762609,9.703634024 55.56978384,9.703693033 55.569682233,9.703800321 55.569659485,9.70378691 55.569755026,9.703682304 55.569755026,9.703682304 55.569755026,9.703682304 55.56975351,9.703682304","smed702345",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,247
247,Overlay,,Line,#1F49FF,,55.569636522,9.702919269,"55.569636522,9.702919269 55.569630671,9.702990294 55.569624605,9.702990294 55.569594274,9.702920557 55.569577592,9.702826679 55.569576076,9.702823997","sm91d12420",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,247
247,Overlay,,Line,#1F49FF,,55.569485084,9.702920557,"55.569485084,9.702920557 55.569800523,9.702917875 55.569780808,9.702917875 55.56976261,9.702850819 55.569764126,9.702850819","sm1ddd96ff",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,247
247,Overlay,,Line,#1F49FF,,55.569438071,9.70323974,"55.569438071,9.70323974 55.569729245,9.703521372 55.569761093,9.703588427 55.56978839,9.703663529 55.569874832,9.703904928","sma276e45b",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,247
233,Overlay,,Line,#1F49FF,,55.569418178,9.723298234,"55.569418178,9.723298234 55.569418178,9.724025113 55.569416662,9.724454266 55.569437893,9.724548143 55.569469741,9.724607152 55.569817026,9.724655432","sm3901a044",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,233
207,Overlay,,Line,#1F49FF,,55.565310894,9.75879335,"55.565310894,9.75879335 55.565454222,9.758796032","sm2ca77f5b",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,207
207,Overlay,,Line,#1F49FF,,55.565247951,9.759034749,"55.565247951,9.759034749 55.565539157,9.759045478 55.565550532,9.759018655 55.565555082,9.758820172","sm21dc15c7",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,207
207,Overlay,,Line,#1F49FF,,55.565273735,9.75870886,"55.565273735,9.75870886 55.565410996,9.75870886 55.565411755,9.75870886","sm02f82f20",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,207
208,Overlay,,Line,#1F49FF,,55.56485448,9.758999975,"55.56485448,9.758999975 55.564138583,9.758983881 55.564102181,9.75894633 55.564120382,9.75775543 55.564120382,9.75775543 55.564279255,9.757746577","smed8318d8",Fredericia,Sti maskiner,M. Buchhave Stimaskiner,M. Buchhave 2,208
