SM Group,SM Title,SM Description,SM Type,Line Color,Fill Color,SM Latitude,SM Longitude,SM Coordinates,smapsID,SM Group 0,SM Group 1
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.590795746,9.750861032,"55.590795746,9.750861032 55.590795746,9.750903947","smb99985b9",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591591106,9.752351001,"55.591591106,9.752351001 55.591578981,9.752338931","sm5275fefc",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591021951,9.752630902,"55.591021951,9.752630902 55.591028014,9.752813293","smeeb9f715",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.590151551,9.750485134,"55.590151551,9.750485134 55.590145488,9.750485134 55.59014094,9.750458312 55.590154582,9.75043149 55.590156098,9.750474406","sm029494f4",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591276975,9.752437782,"55.591276975,9.752437782 55.591276975,9.752478016","smc2bede29",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591155719,9.752909851,"55.591155719,9.752909851 55.59115875,9.752909851 55.591068566,9.752904487","smaca2bb2b",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591276217,9.752904487,"55.591276217,9.752904487 55.591181486,9.752909851","sma0c5d74f",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.59142703,9.75383119,"55.59142703,9.75383119 55.59141642,9.753914338","smdd4f9b91",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591502814,9.754061859,"55.591502814,9.754061859 55.591499783,9.754102093","smca6194f2",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591513424,9.753967983,"55.591513424,9.753967983 55.591510393,9.754005534","sm08fda170",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.592387966,9.751430614,"55.592387966,9.751430614 55.592389483,9.751457436","sm6c026328",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.592386451,9.751387699,"55.592386451,9.751387699 55.592387966,9.751430614","smf717449b",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.592306121,9.751108749,"55.592306121,9.751108749 55.592271261,9.751111431","sm15916bb1",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.592193962,9.751111431,"55.592193962,9.751111431 55.592172743,9.751111431 55.59216668,9.751116796","sm0a4dc7e2",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.592041639,9.751355513,"55.592041639,9.751355513 55.592026482,9.751358195","sm9ca1d067",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591939331,9.751979127,"55.591939331,9.751979127 55.591923416,9.75198315","sm7e55ef02",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.59205528,9.751976444,"55.59205528,9.751976444 55.59204467,9.751975103","sm000bfe91",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591498269,9.752197728,"55.591498269,9.752197728 55.591498269,9.752213822","sme8caefbe",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591536161,9.752051548,"55.591536161,9.752051548 55.591536919,9.752064959","sma80c0138",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591673331,9.751556681,"55.591673331,9.751556681 55.591683183,9.751558022","smf878cdf8",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.59127962,9.752463265,"55.59127962,9.752463265 55.591358436,9.752463265","sm7b58579b",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#EB0920,,55.591281895,9.752158833,"55.591281895,9.752158833 55.591279621,9.752235276 55.591291747,9.752186996 55.591307662,9.752189678","sm8b2719c6",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.592045798,9.751991194,"55.592045798,9.751991194 55.592042767,9.752074342","sm71d2e5e7",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.592388339,9.751426589,"55.592388339,9.751426589 55.592536873,9.751429271 55.592539904,9.751351487 55.592420168,9.75134344 55.592405011,9.7510028 55.592285275,9.751013529 55.592283759,9.751104724 55.59228679,9.751010847 55.592188272,9.751013529 55.592183725,9.751107406 55.592188272,9.751013529 55.592033674,9.751016212 55.592030643,9.751346123 55.592032159,9.751021576 55.591521375,9.751022916 55.591204595,9.751022915","smdbb255a5",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.591168218,9.753070778,"55.591168218,9.753070778 55.591165187,9.75320757 55.591143967,9.753215617 55.591136389,9.753392643 55.591089402,9.753389961 55.591136389,9.753398007 55.591136389,9.753604537 55.591086371,9.753601855 55.591136389,9.753604537","smdce081ac",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.591463789,9.752070711,"55.591463789,9.752070711 55.591362237,9.752043889","sm33ef6707",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.59146682,9.751561091,"55.59146682,9.751561091 55.591287968,9.751469896","sm10b97c49",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.590475792,9.752084429,"55.590475792,9.752084429 55.590434109,9.752282912","sm694e8e82",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.590814553,9.750560936,"55.590814553,9.750560936 55.59080849,9.750775513","sm82550310",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.590312093,9.750931079,"55.590312093,9.750931079 55.590280262,9.750437552 55.590163551,9.750456328 55.590159003,9.750402684 55.590086248,9.75041073 55.590084732,9.750413412","sm25efc720",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.591880845,9.752304374,"55.591880845,9.752304374 55.591853563,9.752301692 55.591877814,9.752325832 55.591855079,9.752325832","sm74d3ddf4",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.591765654,9.752341925,"55.591765654,9.752341925 55.591761107,9.752492129 55.591715637,9.752651721","sma842674c",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.591526933,9.752363384,"55.591526933,9.752363384 55.591514808,9.75262624","sm7e6490ca",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.592819036,9.753123789,"55.592819036,9.753123789 55.592825099,9.752638309 55.592699301,9.752394228 55.592714457,9.752379475 55.592726582,9.752349971 55.59272734,9.752016036 55.592722035,9.751963733","sme7596181",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.59175656,9.754263729,"55.59175656,9.754263729 55.591524661,9.754027695","sm68f3aff7",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.591891455,9.754126937,"55.591891455,9.754126937 55.591752013,9.754274458 55.591514051,9.754100114 55.591514051,9.754100114 55.591511908,9.754102093","sm2fb6c638",Snekort Crossbridge Energy
Snekort Crossbridge Energy,Overlay,,Line,#1F49FF,,55.59191318,9.75204676,"55.59191318,9.75204676 55.59192404,9.75205225 55.59203317,9.75207371","sm5e243f7d",Snekort Crossbridge Energy
Nordre kobbelvej,Overlay,,Polygon,#FFB124,,55.592519343,9.757830842,"55.592519343,9.757830842 55.591885797,9.757825478 55.591876703,9.759397252 55.592191961,9.759413345 55.592322308,9.759391888 55.592492062,9.759316785 55.592485999,9.759182675 55.592225306,9.759295327 55.592025239,9.759322149 55.591961581,9.759268505 55.591949456,9.758394105 55.591940362,9.758109791 55.591940362,9.757986408 55.591976738,9.757943493 55.592070709,9.757911307 55.592249557,9.7579274 55.592404154,9.757895213 55.592531821,9.757931656 55.592519343,9.757830842","sm19f92597",Snekort Crossbridge Energy,Nordre kobbelvej
