SM Group,SM Title,SM Description,SM Type,Line Color,Fill Color,SM Latitude,SM Longitude,SM Coordinates,smapsID,SM Group 0,SM Group 1,SM Group 2,SM Group 3,SM Group 4
Ø29,Overlay,,Polygon,#FFB124,,56.542245518,9.050590383,"56.542245518,9.050590383 56.542174537,9.050493824 56.541858081,9.050456273 56.54171316,9.050660121 56.54126065,9.05205487 56.54106249,9.051781284 56.540811092,9.051271664 56.540547121,9.050688281 56.540466525,9.050386532 56.540428076,9.050134405 56.540311987,9.049923851 56.540086465,9.049616739 56.540188505,9.049294874 56.540153753,9.049238548 56.540232131,9.048924729 56.540260969,9.048771846 56.540192942,9.048525083 56.540053931,9.048421818 56.540083508,9.048293072 56.540268363,9.0484245 56.540396281,9.047898787 56.540490926,9.048000711 56.540303853,9.048726248 56.540345261,9.048763799 56.540449518,9.048307825 56.540494623,9.048200536 56.540571522,9.048142869 56.540656555,9.048156279 56.540791867,9.048276978 56.540818486,9.048305141 56.540849541,9.048156279 56.540909433,9.048200535 56.540887251,9.048295753 56.540893905,9.048373537 56.540972282,9.048431205 56.541006295,9.048274296 56.541057314,9.048311847 56.54102478,9.048456686 56.541166006,9.048537151 56.541202976,9.04847546 56.541275436,9.048175053 56.540931614,9.047898785 56.540971542,9.047727124 56.541219242,9.047929631 56.541202975,9.048012779 56.541293921,9.048097269 56.541409267,9.047654703 56.541514261,9.04745622 56.541687281,9.047210797 56.54184551,9.046985491 56.541981558,9.046828582 56.542237385,9.047099485 56.542186367,9.047331496 56.542096902,9.047268464 56.542080636,9.047367706 56.542011133,9.047323449 56.54194311,9.047316744 56.541973425,9.047143741 56.541862517,9.04705791 56.541835899,9.04716654 56.541950504,9.047260417 56.541942371,9.047316744 56.541811499,9.047283216 56.541761221,9.047222866 56.541699112,9.047301991 56.541534966,9.047542049 56.54146916,9.047692253 56.541764178,9.047947062 56.541747173,9.048011436 56.541480252,9.04778613 56.541431452,9.047745896 56.541333852,9.048097265 56.541713901,9.048427177 56.542077679,9.048702104 56.542122781,9.048680646 56.542150878,9.048605544 56.542147181,9.04852776 56.542082115,9.048432542 56.542089505,9.048389624 56.54210725,9.048378895 56.542214461,9.047979246 56.542186364,9.047952424 56.542215939,9.047819654 56.542240339,9.047841112 56.54233424,9.047503154 56.542348288,9.047493766 56.542380821,9.047390502 56.542396348,9.047287237 56.542374906,9.04723091 56.542407438,9.047083389 56.542422226,9.047118257 56.542474721,9.046856742 56.542516127,9.04667167 56.542544962,9.046538901 56.54253609,9.046487939 56.542567143,9.046363216 56.542615203,9.046395402 56.542469546,9.047107529 56.542289137,9.048075805 56.542153831,9.048826824 56.541998561,9.048730263 56.541905399,9.048669913 56.54186769,9.048681983 56.541726467,9.049239883 56.541452151,9.04904274 56.541472854,9.048956909 56.541705763,9.049089679 56.541747169,9.049019941 56.541825544,9.048687347 56.541827762,9.048628339 56.541373775,9.048258194 56.541310187,9.048207231 56.541210368,9.048624315 56.541385606,9.048755743 56.541425533,9.048570671 56.541498733,9.048632361 56.541412963,9.048993119 56.541116464,9.048755743 56.540782994,9.048487522 56.540748242,9.048455336 56.54076377,9.048369505 56.540681695,9.048301109 56.540618845,9.048251488 56.540555995,9.048259535 56.540501279,9.048325249 56.540389627,9.048806705 56.540426598,9.048829504 56.540552298,9.048325249 56.540653598,9.048412421 56.540510152,9.048995801 56.540805915,9.049245245 56.540704616,9.049670375 56.540642505,9.049622095 56.540633632,9.049655623 56.540666166,9.049685127 56.540587789,9.049990899 56.540547123,9.050150491 56.540505716,9.050126351 56.540538989,9.050340928 56.540598882,9.050615854 56.540899083,9.050861278 56.540969327,9.050914922 56.540968587,9.050975272 56.54102774,9.050971249 56.541029219,9.051024893 56.54108911,9.051016846 56.541088371,9.051073173 56.541143087,9.051065126 56.541144566,9.051120111 56.541232554,9.051136205 56.541266567,9.051157662 56.541309451,9.051188508 56.541383391,9.050897488 56.541425537,9.050928333 56.541288748,9.051483551 56.541198541,9.051715562 56.541248821,9.051747748 56.541294664,9.051727632 56.541341246,9.051648507 56.541477295,9.051238129 56.541608908,9.050819702 56.541560848,9.050775446 56.541628872,9.050515272 56.541690981,9.050534047 56.541725731,9.050466991 56.541764919,9.050406642 56.541817416,9.050346292 56.541838119,9.05029533 56.54182407,9.050067342 56.541805585,9.050006992 56.541693938,9.049909092 56.541526095,9.049772299 56.541297623,9.04961673 56.541373781,9.04930157 56.541688763,9.049537604 56.541739782,9.049600636 56.541705031,9.049740111 56.541716861,9.049793755 56.541797454,9.049852764 56.541831466,9.049844717 56.54187509,9.049784368 56.541920932,9.049607342 56.542079164,9.048960927 56.542076206,9.048846931 56.54203554,9.048755735 56.542153102,9.048825473 56.542111696,9.049041391 56.541953468,9.049690485 56.541883228,9.050001622 56.541893579,9.050272525 56.541906888,9.050307393 56.541922415,9.050324828 56.542150885,9.05033958 56.542187853,9.050318121 56.54223961,9.050232291 56.542245518,9.050590383","sm8216f22e",Skive,Pladser,Hj Have & Anlæg,Ø29
Ø39,Overlay,,Polygon,#FFB124,,56.548687941,9.043710505,"56.548687941,9.043710505 56.548713075,9.043694412 56.549271947,9.043860711 56.54930891,9.043914355 56.549316302,9.044013597 56.549369528,9.044067241 56.549419796,9.04407797 56.549409447,9.044195987 56.549499634,9.044220127 56.54951294,9.044128932 56.549601649,9.044155754 56.549595735,9.044217445 56.54961052,9.044230856 56.549597213,9.044370331 56.549663745,9.044394471 56.549703663,9.044399835 56.549728797,9.044083334 56.549620869,9.044059194 56.549628261,9.043970682 56.549591299,9.043957271 56.549582429,9.044048466 56.549526246,9.04402969 56.549536596,9.043938495 56.549433102,9.043900944 56.549427188,9.04398141 56.549394662,9.043976046 56.549360657,9.043965317 56.549348829,9.043935812 56.549331087,9.04386071 56.549310388,9.043820477 56.549251249,9.043782926 56.549261598,9.043662227 56.549067916,9.043603218 56.549057567,9.043707824 56.548695334,9.043613948 56.548687941,9.043710505","sm4faa272d",Skive,Pladser,Hj Have & Anlæg,Ø39
Ø39,Overlay,,Polygon,#FFB124,,56.548498691,9.045220589,"56.548498691,9.045220589 56.548665763,9.045266187 56.548658371,9.045354699 56.548684984,9.045365428 56.548690898,9.045271551 56.548850576,9.045319831 56.548844662,9.045400297 56.548998426,9.045437848 56.548983641,9.045606827 56.549090093,9.04562292 56.549119663,9.045271551 56.548923023,9.045217907 56.548548961,9.045105254 56.548525304,9.045073067 56.548498691,9.045220589","smb30ecf2d",Skive,Pladser,Hj Have & Anlæg,Ø39
Ø07,Overlay,,Polygon,#FFB124,,56.549586866,9.049631491,"56.549586866,9.049631491 56.549634177,9.049027994 56.549671139,9.048585429 56.549295605,9.048263564 56.549240901,9.048542514 56.549363616,9.048639074 56.549149235,9.048483506 56.549130015,9.048569336 56.549338481,9.048732951 56.549246815,9.049100414 56.549549904,9.04936327 56.549560253,9.049151376 56.549455281,9.049065545 56.5494952,9.048912659 56.549577995,9.048979714 56.549533641,9.04954566 56.549502593,9.049572482 56.549586866,9.049631491","smaea3262f",Skive,Pladser,Hj Have & Anlæg,Ø07
Ø61,Overlay,,Polygon,#FFB124,,56.550921168,9.050334242,"56.550921168,9.050334242 56.550961085,9.050267186 56.550972912,9.050232318 56.551015787,9.049711969 56.551011351,9.049669054 56.550952214,9.049612727 56.550782196,9.049553719 56.550686098,9.049647596 56.550597392,9.049623456 56.55026622,9.049540309 56.55013316,9.049408881 56.550173078,9.049207715 56.550292832,9.049336462 56.550267699,9.049441068 56.550295789,9.049465208 56.550647658,9.04955372 56.550680183,9.049561767 56.550715666,9.049532263 56.550776281,9.049424974 56.550848724,9.048606901 56.550947778,9.048633723 56.550927081,9.048856346 56.550878293,9.048856346 56.550866465,9.048867075 56.550819156,9.049414246 56.550845767,9.049483983 56.551024656,9.049551038 56.55109562,9.049454477 56.55112371,9.049403515 56.551185804,9.048604217 56.551264157,9.047668128 56.551203543,9.047517924 56.551166582,9.047499148 56.550857593,9.047410635 56.550822111,9.047434775 56.550292832,9.048172383 56.550270655,9.04844865 56.550094719,9.048432557 56.55006663,9.048427191 56.550193777,9.048212615 56.5507408,9.047453549 56.55082507,9.047343581 56.551318861,9.047475009 56.551395737,9.047483055 56.551438611,9.047456233 56.551720984,9.047024397 56.5517062,9.046943932 56.55161454,9.046729355 56.551592364,9.04668644 56.551639672,9.046107083 56.551945699,9.045645743 56.552024052,9.045624288 56.552233981,9.045302423 56.552290159,9.045221955 56.552442431,9.045235366 56.55246165,9.045259506 56.552707057,9.045248777 56.552724797,9.0452756 56.552843065,9.044629187 56.552888896,9.044425341 56.55285933,9.044331464 56.552551832,9.044138345 56.552266508,9.044017645 56.552062492,9.04392645 56.552025533,9.043918403 56.551988574,9.043958636 56.551916133,9.044401201 56.551895436,9.044478985 56.551877695,9.044605049 56.551852563,9.044647964 56.551752032,9.044470938 56.55188213,9.044259044 56.551911698,9.044143709 56.551954571,9.043813797 56.552012228,9.043824526 56.55255479,9.044057878 56.552630184,9.044090064 56.552680448,9.044157119 56.552885939,9.044269772 56.55292142,9.044229539 56.553076645,9.043390007 56.553670933,9.042480737 56.553904506,9.042126688 56.553966595,9.04200867 56.554016857,9.041887971 56.554121816,9.04152319 56.554172078,9.041466864 56.554367213,9.041332753 56.554396779,9.041300568 56.554439649,9.04119328 56.55447365,9.04137567 56.554486954,9.041426632 56.554432258,9.04139981 56.554177992,9.041566107 56.554145469,9.041625116 56.55404938,9.041938934 56.553994683,9.042102549 56.553845375,9.042335901 56.553446229,9.04292867 56.55339301,9.042993043 56.553387097,9.043065462 56.553542321,9.043422196 56.553673891,9.043443654 56.553734502,9.043304179 56.553724154,9.043167386 56.553662064,9.043049369 56.553716762,9.042971585 56.553783286,9.043132517 56.553787721,9.043280039 56.553803982,9.043309543 56.554047902,9.043363187 56.554043468,9.04342756 56.553772938,9.043371234 56.553685717,9.043521438 56.553508319,9.043481205 56.553341269,9.043094967 56.553125432,9.043422196 56.5531003,9.043454383 56.55294064,9.044425342 56.552936205,9.044495077 56.552819415,9.045289011 56.552862288,9.045315833 56.553100301,9.045474084 56.553119519,9.04555455 56.553220046,9.045653792 56.553406315,9.045903237 56.553486142,9.046007843 56.553676845,9.046120496 56.553703455,9.046050759 56.55383059,9.045200498 56.553837981,9.045160265 56.553835025,9.044481666 56.553691629,9.044500441 56.553592582,9.04458359 56.553359007,9.044586272 56.553191955,9.044497759 56.55315204,9.044524581 56.553060383,9.04463187 56.552925854,9.044578226 56.552934724,9.044500442 56.553042643,9.044556768 56.553181606,9.044414611 56.553364919,9.044508489 56.553597016,9.04451117 56.553629539,9.044460208 56.553863113,9.044422657 56.553874939,9.045195133 56.553724151,9.046133906 56.553771457,9.046152682 56.553789197,9.046050758 56.553932593,9.046141953 56.553916332,9.046246559 56.553948854,9.046276063 56.553894157,9.046571106 56.553919288,9.046638162 56.554070075,9.046699852 56.554111468,9.046699852 56.554141034,9.046638161 56.554268168,9.045922011 56.554303647,9.045897871 56.554374604,9.045549186 56.554380517,9.04477671 56.554760435,9.044744523 56.555131476,9.04473916 56.55537391,9.045476767 56.555376866,9.046241197 56.555323649,9.04628143 56.55531478,9.046796414 56.555234955,9.046807143 56.555273389,9.04664621 56.555277824,9.046278747 56.555146259,9.046270701 56.554829911,9.046603294 56.554627388,9.046530875 56.554643649,9.046428951 56.554316946,9.046222422 56.554331729,9.046139274 56.55471756,9.046372626 56.554902344,9.04645041 56.554976257,9.046364579 56.555180257,9.046139273 56.555294082,9.046125862 56.555332517,9.046048078 56.55532956,9.045503589 56.555196517,9.045101258 56.555095996,9.044803533 56.554727908,9.044806215 56.554460339,9.044830355 56.55440712,9.04492155 56.55441599,9.045736941 56.554367207,9.045763763 56.554308075,9.046117815 56.554334684,9.04613659 56.55431251,9.046227786 56.554248943,9.046268019 56.554189812,9.046614024 56.554188334,9.046667668 56.554201638,9.046699854 56.554795908,9.04705927 56.55488017,9.04710755 56.554980692,9.047008308 56.555153648,9.046809825 56.555396082,9.046801778 56.555654774,9.046777639 56.55576712,9.046691808 56.555761207,9.046909067 56.555703556,9.046860787 56.555258605,9.046887609 56.555261561,9.047450873 56.555060518,9.047681543 56.554988085,9.047753962 56.55458156,9.047740551 56.554438167,9.047748597 56.554411558,9.04781297 56.554410079,9.048083873 56.554282947,9.048062416 56.554175033,9.048000724 56.554197208,9.047837109 56.554254861,9.047866613 56.554269644,9.047968537 56.554347993,9.047995359 56.554343559,9.047367722 56.554417473,9.047407955 56.55441156,9.047584981 56.554415995,9.047638625 56.554892,9.04766813 56.554992522,9.047660082 56.555227565,9.047356993 56.555229043,9.046866149 56.555025044,9.04706195 56.55490826,9.047177284 56.554816608,9.047182648 56.554577127,9.047040491 56.554040508,9.046774953 56.553888242,9.046699852 56.553852762,9.046732039 56.55378476,9.047171921 56.553792152,9.047362358 56.553752237,9.047614486 56.553721193,9.04769227 56.553605884,9.048344047 56.5535911,9.048376234 56.553429963,9.048309179 56.553350133,9.048360141 56.55322004,9.048486205 56.553008638,9.048494251 56.552919939,9.048504982 56.552878545,9.048585448 56.55286524,9.04875711 56.552862283,9.049333785 56.553415181,9.049382064 56.553524577,9.049387428 56.553876415,9.049588594 56.553929633,9.049607368 56.554256337,9.049602004 56.554256337,9.049470576 56.554390862,9.049462529 56.554387905,9.049690517 56.55384537,9.049666377 56.553515705,9.049441071 56.553172733,9.049446436 56.553066293,9.049459846 56.553050032,9.050170632 56.553100295,9.050240369 56.552977594,9.05025378 56.553010117,9.050100894 56.5530249,9.049607367 56.553026379,9.049564452 56.552812019,9.04956177 56.552816454,9.048714192 56.55277506,9.048644454 56.552528175,9.048617632 56.55226207,9.048016818 56.552121624,9.04781297 56.551960481,9.047424049 56.551794901,9.047067316 56.551828904,9.047016354 56.552134928,9.047633262 56.552148235,9.047643992 56.552201457,9.047560843 56.552341902,9.047847839 56.552300508,9.047930988 56.552550351,9.048510345 56.552566613,9.048537166 56.552822368,9.048529119 56.552882981,9.048416467 56.553098818,9.048421831 56.553215606,9.04840842 56.553425529,9.048228712 56.553567448,9.048279674 56.553679799,9.04767081 56.553735975,9.047507195 56.553755193,9.047287253 56.553738932,9.047142414 56.553817282,9.046683756 56.553891198,9.046318979 56.553631015,9.046182186 56.553506837,9.046131224 56.553347178,9.045940788 56.553206736,9.04573694 56.552990899,9.045567961 56.552977594,9.045495541 56.552738102,9.045342655 56.552681925,9.045318515 56.552568091,9.045329244 56.552423212,9.045329244 56.552423212,9.045329244 56.55234338,9.045342655 56.552281288,9.045339973 56.552047705,9.045691342 56.551901348,9.045801312 56.551701765,9.046133906 56.551657413,9.046715945 56.551827428,9.047016353 56.551783077,9.047094137 56.551729855,9.047091454 56.551447481,9.047512561 56.551321817,9.047711046 56.551173976,9.049411566 56.551221286,9.049492035 56.551434176,9.049556408 56.551488877,9.049497399 56.551540621,9.048958275 56.55151401,9.048891219 56.551472614,9.048891219 56.551496269,9.048684689 56.551595321,9.048714193 56.551533229,9.049526903 56.551570189,9.049602005 56.551809688,9.04966906 56.552046232,9.049722702 56.552177808,9.049687833 56.5521852,9.049615414 56.552182243,9.049534947 56.552304948,9.049508125 56.552315296,9.049722702 56.552034405,9.04979244 56.551277468,9.049580545 56.551194677,9.049564453 56.551064576,9.049741479 56.551029094,9.0503262 56.551057184,9.050363751 56.550921168,9.050334242","sm17a499e7",Skive,Pladser,Hj Have & Anlæg,Ø61
Ø64,Overlay,,Polygon,#FFB124,,56.55304412,9.043545573,"56.55304412,9.043545573 56.553027858,9.043508023 56.552915504,9.043414145 56.552850457,9.043537527 56.552810542,9.043446332 56.552866719,9.043357819 56.55281202,9.043226391 56.552752886,9.04329881 56.552769148,9.043390005 56.552670099,9.043526798 56.552610964,9.043368548 56.552782453,9.043172747 56.552673055,9.042864293 56.552572527,9.042901844 56.552201458,9.042920619 56.55209945,9.042917937 56.552063969,9.042872338 56.551988571,9.04287502 56.551754986,9.04271409 56.551759422,9.042349309 56.551794903,9.042258114 56.551966395,9.042110593 56.551972309,9.042400271 56.551871779,9.042392225 56.551874736,9.042319805 56.551812644,9.04236272 56.551811165,9.042660446 56.55183482,9.042687268 56.551979701,9.04281065 56.552127539,9.042824061 56.552078753,9.042781145 56.552074318,9.042480738 56.552164498,9.042478056 56.552168934,9.042845518 56.552439473,9.042834789 56.552571047,9.042821378 56.552751407,9.042625576 56.552763234,9.042601436 56.552655314,9.042271524 56.552634617,9.041850418 56.552574004,9.041689485 56.552659749,9.041539281 56.552670098,9.042161554 56.552826803,9.042649716 56.552860805,9.042673856 56.55290072,9.042652398 56.553174213,9.042330533 56.553364917,9.041729719 56.553363439,9.041531235 56.553153516,9.041552693 56.553156473,9.041397124 56.553338307,9.041397124 56.553338307,9.041488319 56.553366395,9.041485637 56.553378222,9.040898233 56.553276217,9.040976017 56.553276217,9.04104039 56.553109166,9.041061848 56.553120993,9.041002839 56.553409267,9.040697067 56.553418138,9.04122278 56.553401876,9.041370302 56.553406311,9.041751176 56.55333683,9.042030125 56.553588144,9.042260795 56.553728584,9.041885286 56.553835023,9.042073041 56.553709366,9.042274206 56.553667974,9.042207151 56.553617711,9.042303711 56.553672408,9.042405635 56.55371528,9.042408317 56.553629538,9.042539745 56.553622146,9.042448549 56.553555622,9.042309075 56.553523099,9.04230371 56.553511272,9.042368083 56.553582232,9.042448549 56.553511272,9.0426068 56.553400398,9.042569249 56.553495011,9.042260795 56.553338308,9.04209718 56.553289523,9.042110591 56.55324813,9.042247384 56.553178649,9.042427092 56.552928809,9.042708724 56.552814977,9.04282674 56.55277654,9.042907207 56.552773583,9.043025224 56.552868198,9.043226389 56.553086992,9.042960851 56.553137256,9.043108372 56.552970203,9.043339042 56.552931766,9.043253212 56.55289333,9.043301491 56.553067774,9.043422191 56.55304412,9.043545573","sm2ee070a7",Skive,Pladser,Hj Have & Anlæg,Ø64
Ø55,Overlay,,Polygon,#FFB124,,56.548901574,9.034568209,"56.548901574,9.034568209 56.549460444,9.03446092 56.549422003,9.033903021 56.549318509,9.03391375 56.549349558,9.034426051 56.548898617,9.034490424 56.548901574,9.034568209","sma4682730",Skive,Pladser,Hj Have & Anlæg,Ø55
Ø55,Overlay,,Polygon,#FFB124,,56.548808431,9.032870372,"56.548808431,9.032870372 56.54924163,9.032789905 56.549238673,9.032760401 56.549194319,9.032765766 56.549167706,9.032328565 56.549331818,9.032296379 56.549358431,9.032846232 56.548812866,9.032940109 56.548808431,9.032870372","smff9dc60c",Skive,Pladser,Hj Have & Anlæg,Ø55
Ø55,Overlay,,Polygon,#FFB124,,56.548793645,9.031843085,"56.548793645,9.031843085 56.54944566,9.031703611 56.549422004,9.031263728 56.549161791,9.031317372 56.549181011,9.031668742 56.549212059,9.031655331 56.549207624,9.031703611 56.548817301,9.031757255 56.548793645,9.031843085","smf59b8876",Skive,Pladser,Hj Have & Anlæg,Ø55
Ø55,Overlay,,Polygon,#FFB124,,56.550133147,9.029311076,"56.550133147,9.029311076 56.550161238,9.029893115 56.550134626,9.029906526 56.550127233,9.029793874 56.549942426,9.029820696 56.549937991,9.02994676 56.549901029,9.02994676 56.549908422,9.030075506 56.549937991,9.030070141 56.549942426,9.030155972 56.550146453,9.030121103 56.550134626,9.030011133 56.55020707,9.030005768 56.550176022,9.029450551 56.550159759,9.029289618 56.550133147,9.029311076","sm77b16e34",Skive,Pladser,Hj Have & Anlæg,Ø55
